TOKEN	MORPH	SEG_BME	LABEL
muspayniichawmi	['Muspa', 'y', 'ni', 'i', 'chaw', 'mi']	['D', 'M', 'M', 'M', 'F', 'U', 'D', 'F', 'U', 'D', 'M', 'M', 'F', 'D', 'F']	['VInt', 'Inf', 'Poss.1Sg', 'Loc', 'Asrt']
paarir	['paari', 'r']	['D', 'M', 'M', 'M', 'F', 'U']	['VInt', 'Cnv']
aywakurqaa	['aywa', 'ku', 'rqa', 'a']	['D', 'M', 'M', 'F', 'D', 'F', 'D', 'M', 'F', 'U']	['VTr', 'Refl/Mid', 'Pst', '1']
wamrakuna	['Wamra', 'kuna']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F']	['N', 'Pl']
muyuyan	['muyu', 'ya', 'n']	['D', 'M', 'M', 'F', 'D', 'F', 'U']	['VInt', 'Pl', '3']
chakrachaw	['chakra', 'chaw']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F']	['N', 'Loc']
warmikunam	['Warmi', 'kuna', 'm']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'U']	['N', 'Pl', 'Asrt']
nakariyan	['naka', 'ri', 'ya', 'n']	['D', 'M', 'M', 'F', 'D', 'F', 'D', 'F', 'U']	['VInt', 'Pct', 'Pl', '3']
quwankuna	['quwa', 'n', 'kuna']	['D', 'M', 'M', 'F', 'U', 'D', 'M', 'M', 'F']	['N', 'Poss.3', 'Pl']
maqayaptin	['maqa', 'ya', 'pti', 'n']	['D', 'M', 'M', 'F', 'D', 'F', 'D', 'M', 'F', 'U']	['VTr', 'Pl', 'Cnv', 'Poss.3']
napanki	['Napa', 'nki']	['D', 'M', 'M', 'F', 'D', 'M', 'F']	['VTr', '2']
awiluykita	['awilu', 'yki', 'ta']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'F', 'D', 'F']	['N', 'Poss.2', 'Obj']
naqtsatam	['Naqtsa', 'ta', 'm']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'F', 'U']	['N', 'Obj', 'Asrt']
rantishaq	['ranti', 'shaq']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F']	['VTr', 'Fut.1']
tsuriipaq	['tsuri', 'i', 'paq']	['D', 'M', 'M', 'M', 'F', 'U', 'D', 'M', 'F']	['N', 'Poss.1Sg', 'Ben']
wamram	['Wamra', 'm']	['D', 'M', 'M', 'M', 'F', 'U']	['N', 'Asrt']
mamanta	['mama', 'n', 'ta']	['D', 'M', 'M', 'F', 'U', 'D', 'F']	['N', 'Poss.3', 'Obj']
nirqan	['ni', 'rqa', 'n']	['D', 'F', 'D', 'M', 'F', 'U']	['VTr', 'Pst', '3']
tantan	['tanta', 'n']	['D', 'M', 'M', 'M', 'F', 'U']	['N', 'Poss.3']
rantinanpaq	['ranti', 'na', 'n', 'paq']	['D', 'M', 'M', 'M', 'F', 'D', 'F', 'U', 'D', 'M', 'F']	['VTr', 'Pot', 'Poss.3', 'Ben']
runakunam	['Runa', 'kuna', 'm']	['D', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'U']	['N', 'Pl', 'Asrt']
yarpachakuyan	['yarpachaku', 'ya', 'n']	['D', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'F', 'D', 'F', 'U']	['VInt', 'Pl', '3']
imanawpis	['imanaw']	['D', 'M', 'M', 'M', 'M', 'F']	['ADV']
raymita	['raymi', 'ta']	['D', 'M', 'M', 'M', 'F', 'D', 'F']	['N', 'Obj']
rurayaananpaq	['rura', 'yaa', 'na', 'n', 'paq']	['D', 'M', 'M', 'F', 'D', 'M', 'F', 'D', 'F', 'U', 'D', 'M', 'F']	['VTr', 'Pl', 'Pot', 'Poss.3', 'Ben']
rukusmi	['Rukus', 'mi']	['D', 'M', 'M', 'M', 'F', 'D', 'F']	['N', 'Asrt']
paariykan	['paari', 'yka', 'n']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'F', 'U']	['VInt', 'Prog', '3']
wallpata	['wallpa', 'ta']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'F']	['N', 'Obj']
qawar	['qawa', 'r']	['D', 'M', 'M', 'F', 'U']	['VTr', 'Cnv']
pachaa	['Pacha', 'a']	['D', 'M', 'M', 'M', 'F', 'U']	['N', 'Poss.1Sg']
tinkunqanyaqmi	['tinku', 'nqa', 'n', 'yaq', 'mi']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'F', 'U', 'D', 'M', 'F', 'D', 'F']	['VInt', 'Sub', 'Poss.3', 'Ter', 'Asrt']
mikurqaa	['miku', 'rqa', 'a']	['D', 'M', 'M', 'F', 'D', 'M', 'F', 'U']	['VTr', 'Pst', '1']
qanyan	['qanyan']	['D', 'M', 'M', 'M', 'M', 'F']	['N']
pachak	['Pachak']	['D', 'M', 'M', 'M', 'M', 'F']	['NUM.Card']
chakitam	['chaki', 'ta', 'm']	['D', 'M', 'M', 'M', 'F', 'D', 'F', 'U']	['N', 'Obj', 'Asrt']
wamrakuna	['wamra', 'kuna']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F']	['N', 'Pl']
tariyashqa	['tari', 'ya', 'shqa']	['D', 'M', 'M', 'F', 'D', 'F', 'D', 'M', 'M', 'F']	['VTr', 'Pl', 'Prf']
naanichaw	['naani', 'chaw']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F']	['N', 'Loc']
unay	['Unay']	['D', 'M', 'M', 'F']	['N']
wayiichawmi	['wayi', 'i', 'chaw', 'mi']	['D', 'M', 'M', 'F', 'U', 'D', 'M', 'M', 'F', 'D', 'F']	['N', 'Poss.1Sg', 'Loc', 'Asrt']
atska	['atska']	['D', 'M', 'M', 'M', 'F']	['ADV']
pachkakuna	['pachka', 'kuna']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F']	['N', 'Pl']
kan	['ka', 'n']	['D', 'F', 'U']	['AUX', '3']
pakapakam	['Pakapaka', 'm']	['D', 'M', 'M', 'M', 'M', 'M', 'M', 'F', 'U']	['N', 'Asrt']
qutsurqan	['qutsu', 'rqa', 'n']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'F', 'U']	['VTr', 'Pst', '3']
taytaa	['tayta', 'a']	['D', 'M', 'M', 'M', 'F', 'U']	['N', 'Poss.1Sg']
wanunanpaq	['wanu', 'na', 'n', 'paq']	['D', 'M', 'M', 'F', 'D', 'F', 'U', 'D', 'M', 'F']	['VInt', 'Pot', 'Poss.3', 'Ben']
paltataqa	['Palta', 'ta', 'qa']	['D', 'M', 'M', 'M', 'F', 'D', 'F', 'D', 'F']	['N', 'Obj', 'Top']
mikushaq	['miku', 'shaq']	['D', 'M', 'M', 'F', 'D', 'M', 'M', 'F']	['VTr', 'Fut.1']
wayiichawmi	['wayi', 'i', 'chaw', 'mi']	['D', 'M', 'M', 'F', 'U', 'D', 'M', 'M', 'F', 'D', 'F']	['N', 'Poss.1Sg', 'Loc', 'Asrt']
taqay	['Taqay']	['D', 'M', 'M', 'M', 'F']	['DET']
pampachawmi	['pampa', 'chaw', 'mi']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'D', 'F']	['N', 'Loc', 'Asrt']
atska	['atska']	['D', 'M', 'M', 'M', 'F']	['ADV']
uqsha	['uqsha']	['D', 'M', 'M', 'M', 'F']	['N']
kan	['ka', 'n']	['D', 'F', 'U']	['AUX', '3']
wamrata	['Wamra', 'ta']	['D', 'M', 'M', 'M', 'F', 'D', 'F']	['N', 'Obj']
pantaykaatsiyan	['panta', 'ykaa', 'tsi', 'ya', 'n']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'D', 'M', 'F', 'D', 'F', 'U']	['VTr', 'Prog', 'Caus', 'Pl', '3']
wamrakunam	['Wamra', 'kuna', 'm']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'U']	['N', 'Pl', 'Asrt']
chakinkunata	['chaki', 'n', 'kuna', 'ta']	['D', 'M', 'M', 'M', 'F', 'U', 'D', 'M', 'M', 'F', 'D', 'F']	['N', 'Poss.3', 'Pl', 'Obj']
paqaykaayan	['paqa', 'ykaa', 'ya', 'n']	['D', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'D', 'F', 'U']	['VTr', 'Prog', 'Pl', '3']
mayuchaw	['mayu', 'chaw']	['D', 'M', 'M', 'F', 'D', 'M', 'M', 'F']	['N', 'Loc']
paqtsa	['Paqtsa']	['D', 'M', 'M', 'M', 'M', 'F']	['N']
rurinchawmi	['ruri', 'n', 'chaw', 'mi']	['D', 'M', 'M', 'F', 'U', 'D', 'M', 'M', 'F', 'D', 'F']	['N', 'Poss.3', 'Loc', 'Asrt']
wamrakuna	['wamra', 'kuna']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F']	['N', 'Pl']
pukllaykaayan	['puklla', 'ykaa', 'ya', 'n']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'D', 'F', 'U']	['VTr', 'Prog', 'Pl', '3']
warmikunam	['Warmi', 'kuna', 'm']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'U']	['N', 'Pl', 'Asrt']
harata	['hara', 'ta']	['D', 'M', 'M', 'F', 'D', 'F']	['N', 'Obj']
parquykaayan	['parqu', 'ykaa', 'ya', 'n']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'D', 'F', 'U']	['VTr', 'Prog', 'Pl', '3']
wamrakunam	['Wamra', 'kuna', 'm']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'U']	['N', 'Pl', 'Asrt']
paskapita	['paska', 'pita']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F']	['N', 'Abl']
ashmakunata	['ashma', 'kuna', 'ta']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'D', 'F']	['N', 'Pl', 'Obj']
rurayan	['rura', 'ya', 'n']	['D', 'M', 'M', 'F', 'D', 'F', 'U']	['VTr', 'Pl', '3']
patakkunachawmi	['Patak', 'kuna', 'chaw', 'mi']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'D', 'F']	['N', 'Pl', 'Loc', 'Asrt']
muruykaayan	['muru', 'ykaa', 'ya', 'n']	['D', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'D', 'F', 'U']	['VTr', 'Prog', 'Pl', '3']
kinwata	['kinwa', 'ta']	['D', 'M', 'M', 'M', 'F', 'D', 'F']	['N', 'Obj']
paqasmi	['Paqas', 'mi']	['D', 'M', 'M', 'M', 'F', 'D', 'F']	['N', 'Asrt']
patsa	['patsa']	['D', 'M', 'M', 'M', 'F']	['N']
kuyushqa	['kuyu', 'shqa']	['D', 'M', 'M', 'F', 'D', 'M', 'M', 'F']	['VInt', 'Prf']
pichisniimi	['Pichis', 'ni', 'i', 'mi']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'F', 'U', 'D', 'F']	['N', 'Poss.1Sg', 'Asrt']
nunakunata	['nuna', 'kuna', 'ta']	['D', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'D', 'F']	['N', 'Pl', 'Obj']
kanin	['kani', 'n']	['D', 'M', 'M', 'F', 'U']	['VTr', '3']
pikim	['Piki', 'm']	['D', 'M', 'M', 'F', 'U']	['N', 'Asrt']
kuchita	['kuchi', 'ta']	['D', 'M', 'M', 'M', 'F', 'D', 'F']	['N', 'Obj']
uyuyaatsin	['uyu', 'yaa', 'tsi', 'n']	['D', 'M', 'F', 'D', 'M', 'F', 'D', 'M', 'F', 'U']	['ADJ', 'Transf', 'Caus', '3']
wamrakunam	['Wamra', 'kuna', 'm']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'U']	['N', 'Pl', 'Asrt']
mirkapanta	['mirkapa', 'n', 'ta']	['D', 'M', 'M', 'M', 'M', 'M', 'F', 'U', 'D', 'F']	['N', 'Poss.3', 'Obj']
apayan	['apa', 'ya', 'n']	['D', 'M', 'F', 'D', 'F', 'U']	['VTr', 'Pl', '3']
pikshankunachaw	['piksha', 'n', 'kuna', 'chaw']	['D', 'M', 'M', 'M', 'M', 'F', 'U', 'D', 'M', 'M', 'F', 'D', 'M', 'M', 'F']	['N', 'Poss.3', 'Pl', 'Loc']
warmi	['Warmi']	['D', 'M', 'M', 'M', 'F']	['N']
wamrakunam	['wamra', 'kuna', 'm']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'U']	['N', 'Pl', 'Asrt']
aqtsanta	['aqtsa', 'n', 'ta']	['D', 'M', 'M', 'M', 'F', 'U', 'D', 'F']	['N', 'Poss.3', 'Obj']
piltakuyan	['pilta', 'ku', 'ya', 'n']	['D', 'M', 'M', 'M', 'F', 'D', 'F', 'D', 'F', 'U']	['VTr', 'Refl/Mid', 'Pl', '3']
wamram	['Wamra', 'm']	['D', 'M', 'M', 'M', 'F', 'U']	['N', 'Asrt']
umanta	['uma', 'n', 'ta']	['D', 'M', 'F', 'U', 'D', 'F']	['N', 'Poss.3', 'Obj']
yatan	['yata', 'n']	['D', 'M', 'M', 'F', 'U']	['VTr', '3']
taqay	['Taqay']	['D', 'M', 'M', 'M', 'F']	['DET']
pirqam	['pirqa', 'm']	['D', 'M', 'M', 'M', 'F', 'U']	['N', 'Asrt']
huchunaykan	['huchu', 'na', 'yka', 'n']	['D', 'M', 'M', 'M', 'F', 'D', 'F', 'D', 'M', 'F', 'U']	['VInt', 'Prosp', 'Prog', '3']
taqay	['Taqay']	['D', 'M', 'M', 'M', 'F']	['DET']
warmim	['warmi', 'm']	['D', 'M', 'M', 'M', 'F', 'U']	['N', 'Asrt']
piruruta	['piruru', 'ta']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'F']	['N', 'Obj']
churan	['chura', 'n']	['D', 'M', 'M', 'M', 'F', 'U']	['VTr', '3']
pirwanman	['pirwa', 'n', 'man']	['D', 'M', 'M', 'M', 'F', 'U', 'D', 'M', 'F']	['N', 'Poss.3', 'Dat']
wamrakunam	['Wamra', 'kuna', 'm']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'U']	['N', 'Pl', 'Asrt']
pisqanta	['pisqa', 'n', 'ta']	['D', 'M', 'M', 'M', 'F', 'U', 'D', 'F']	['N', 'Poss.3', 'Obj']
pitsakuyan	['pitsa', 'ku', 'ya', 'n']	['D', 'M', 'M', 'M', 'F', 'D', 'F', 'D', 'F', 'U']	['VTr', 'Refl/Mid', 'Pl', '3']
llikum	['Lliku', 'm']	['D', 'M', 'M', 'M', 'F', 'U']	['N', 'Asrt']
uushata	['uusha', 'ta']	['D', 'M', 'M', 'M', 'F', 'D', 'F']	['N', 'Obj']
pishtaykan	['pishta', 'yka', 'n']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'M', 'F', 'U']	['VTr', 'Prog', '3']
warmikunam	['Warmi', 'kuna', 'm']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'U']	['N', 'Pl', 'Asrt']
wayinkunata	['wayi', 'n', 'kuna', 'ta']	['D', 'M', 'M', 'F', 'U', 'D', 'M', 'M', 'F', 'D', 'F']	['N', 'Poss.3', 'Pl', 'Obj']
pitsapakuyan	['pitsa', 'pa', 'ku', 'ya', 'n']	['D', 'M', 'M', 'M', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'U']	['VTr', 'Exc', 'Refl/Mid', 'Pl', '3']
puka	['Puka']	['D', 'M', 'M', 'F']	['ADJ']
ruripanmi	['ruripa', 'n', 'mi']	['D', 'M', 'M', 'M', 'M', 'F', 'U', 'D', 'F']	['N', 'Poss.3', 'Asrt']
rantipaashaq	['ranti', 'paa', 'shaq']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'F', 'D', 'M', 'M', 'F']	['VTr', 'Exc', 'Fut.1']
warmiipaq	['warmi', 'i', 'paq']	['D', 'M', 'M', 'M', 'F', 'U', 'D', 'M', 'F']	['N', 'Poss.1Sg', 'Ben']
pukrukunachawmi	['Pukru', 'kuna', 'chaw', 'mi']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'D', 'F']	['N', 'Pl', 'Loc', 'Asrt']
yaku	['yaku']	['D', 'M', 'M', 'F']	['N']
quchakan	['qucha', 'ka', 'n']	['D', 'M', 'M', 'M', 'F', 'D', 'F', 'U']	['V', 'Pass', '3']
pukyuchawmi	['Pukyu', 'chaw', 'mi']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'D', 'F']	['N', 'Loc', 'Asrt']
ashmakuna	['ashma', 'kuna']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F']	['N', 'Pl']
yakuykaayan	['yaku', 'ykaa', 'ya', 'n']	['D', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'D', 'F', 'U']	['V', 'Prog', 'Pl', '3']
llullunawmi	['Llullu', 'naw', 'mi']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'M', 'F', 'D', 'F']	['N', 'Equ', 'Asrt']
awkin	['awkin']	['D', 'M', 'M', 'M', 'F']	['N']
punukuykan	['punu', 'ku', 'yka', 'n']	['D', 'M', 'M', 'F', 'D', 'F', 'D', 'M', 'F', 'U']	['VInt', 'Refl/Mid', 'Prog', '3']
yanasaami	['Yanasa', 'a', 'mi']	['D', 'M', 'M', 'M', 'M', 'F', 'U', 'D', 'F']	['N', 'Poss.1Sg', 'Asrt']
pupunta	['pupu', 'n', 'ta']	['D', 'M', 'M', 'F', 'U', 'D', 'F']	['N', 'Poss.3', 'Obj']
yatan	['yata', 'n']	['D', 'M', 'M', 'F', 'U']	['VTr', '3']
taqay	['Taqay']	['D', 'M', 'M', 'M', 'F']	['DET']
warmim	['warmi', 'm']	['D', 'M', 'M', 'M', 'F', 'U']	['N', 'Asrt']
puqlayuq	['puqla', 'yuq']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'F']	['N', 'Orn']
papaqa	['Papa', 'qa']	['D', 'M', 'M', 'F', 'D', 'F']	['N', 'Top']
pukuykannam	['puku', 'yka', 'n', 'na', 'm']	['D', 'M', 'M', 'F', 'D', 'M', 'F', 'U', 'D', 'F', 'U']	['V', 'Prog', '3', 'Acp', 'Asrt']
shipashkunam	['Shipash', 'kuna', 'm']	['D', 'M', 'M', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'U']	['N', 'Pl', 'Asrt']
puriykaayan	['puri', 'ykaa', 'ya', 'n']	['D', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'D', 'F', 'U']	['VInt', 'Prog', 'Pl', '3']
shumaq	['shumaq']	['D', 'M', 'M', 'M', 'M', 'F']	['ADJ']
ruripankunawan	['ruripa', 'n', 'kuna', 'wan']	['D', 'M', 'M', 'M', 'M', 'F', 'U', 'D', 'M', 'M', 'F', 'D', 'M', 'F']	['N', 'Poss.3', 'Pl', 'Com']
nuqakuna	['Nuqakuna']	['D', 'M', 'M', 'M', 'M', 'M', 'M', 'F']	['PRON.Prs']
purushtam	['purush', 'ta', 'm']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'F', 'U']	['N', 'Obj', 'Asrt']
pallayaa	['palla', 'ya', 'a']	['D', 'M', 'M', 'M', 'F', 'D', 'F', 'U']	['VTr', 'Pl', '1']
mikuyaananpaq	['miku', 'yaa', 'na', 'n', 'paq']	['D', 'M', 'M', 'F', 'D', 'M', 'F', 'D', 'F', 'U', 'D', 'M', 'F']	['VTr', 'Pl', 'Pot', 'Poss.3', 'Ben']
chakwanmi	['Chakwa', 'n', 'mi']	['D', 'M', 'M', 'M', 'M', 'F', 'U', 'D', 'F']	['N', 'Poss.3', 'Asrt']
putskakuykan	['putska', 'ku', 'yka', 'n']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'F', 'D', 'M', 'F', 'U']	['VTr', 'Refl/Mid', 'Prog', '3']
waynam	['Wayna', 'm']	['D', 'M', 'M', 'M', 'F', 'U']	['N', 'Asrt']
qiwata	['qiwa', 'ta']	['D', 'M', 'M', 'F', 'D', 'F']	['N', 'Obj']
parquykan	['parqu', 'yka', 'n']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'F', 'U']	['VTr', 'Prog', '3']
wamrakunam	['Wamra', 'kuna', 'm']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'U']	['N', 'Pl', 'Asrt']
qallunkunata	['qallu', 'n', 'kuna', 'ta']	['D', 'M', 'M', 'M', 'F', 'U', 'D', 'M', 'M', 'F', 'D', 'F']	['N', 'Poss.3', 'Pl', 'Obj']
hurqapaanakuyan	['hurqa', 'paa', 'naku', 'ya', 'n']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'F', 'D', 'M', 'M', 'F', 'D', 'F', 'U']	['VTr', 'Exc', 'Recp', 'Pl', '3']
taqay	['Taqay']	['D', 'M', 'M', 'M', 'F']	['DET']
shipashmi	['shipash', 'mi']	['D', 'M', 'M', 'M', 'M', 'M', 'F', 'D', 'F']	['N', 'Asrt']
qantuta	['qantu', 'ta']	['D', 'M', 'M', 'M', 'F', 'D', 'F']	['N', 'Obj']
apan	['apa', 'n']	['D', 'M', 'F', 'U']	['VTr', '3']
tsukunchaw	['tsuku', 'n', 'chaw']	['D', 'M', 'M', 'M', 'F', 'U', 'D', 'M', 'M', 'F']	['N', 'Poss.3', 'Loc']
qanyanmi	['Qanyan', 'mi']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'F']	['N', 'Asrt']
wanurqan	['wanu', 'rqa', 'n']	['D', 'M', 'M', 'F', 'D', 'M', 'F', 'U']	['VInt', 'Pst', '3']
yanasaa	['yanasa', 'a']	['D', 'M', 'M', 'M', 'M', 'F', 'U']	['N', 'Poss.1Sg']
warmiykim	['Warmi', 'yki', 'm']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'F', 'U']	['N', 'Poss.2', 'Asrt']
waakata	['waaka', 'ta']	['D', 'M', 'M', 'M', 'F', 'D', 'F']	['N', 'Obj']
qapiykan	['qapi', 'yka', 'n']	['D', 'M', 'M', 'F', 'D', 'M', 'F', 'U']	['VTr', 'Prog', '3']
qapra	['Qapra']	['D', 'M', 'M', 'M', 'F']	['ADJ']
nunam	['nuna', 'm']	['D', 'M', 'M', 'F', 'U']	['N', 'Asrt']
tukrunwan	['tukru', 'n', 'wan']	['D', 'M', 'M', 'M', 'F', 'U', 'D', 'M', 'F']	['N', 'Poss.3', 'Com']
purin	['puri', 'n']	['D', 'M', 'M', 'F', 'U']	['VInt', '3']
wiskurmi	['Wiskur', 'mi']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'F']	['N', 'Asrt']
taraykan	['tara', 'yka', 'n']	['D', 'M', 'M', 'F', 'D', 'M', 'F', 'U']	['V', 'Prog', '3']
qaqa	['qaqa']	['D', 'M', 'M', 'F']	['N']
hananchaw	['hana', 'n', 'chaw']	['D', 'M', 'M', 'F', 'U', 'D', 'M', 'M', 'F']	['N', 'Poss.3', 'Loc']
awilum	['Awilu', 'm']	['D', 'M', 'M', 'M', 'F', 'U']	['N', 'Asrt']
kuchita	['kuchi', 'ta']	['D', 'M', 'M', 'M', 'F', 'D', 'F']	['N', 'Obj']
qashpan	['qashpa', 'n']	['D', 'M', 'M', 'M', 'M', 'F', 'U']	['VTr', '3']
wayiitam	['Wayi', 'i', 'ta', 'm']	['D', 'M', 'M', 'F', 'U', 'D', 'F', 'U']	['N', 'Poss.1Sg', 'Obj', 'Asrt']
qataykaayan	['qata', 'ykaa', 'ya', 'n']	['D', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'D', 'F', 'U']	['VTr', 'Prog', 'Pl', '3']
uqshawan	['uqsha', 'wan']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'F']	['N', 'Com']
wamram	['Wamra', 'm']	['D', 'M', 'M', 'M', 'F', 'U']	['N', 'Asrt']
taytanman	['tayta', 'n', 'man']	['D', 'M', 'M', 'M', 'F', 'U', 'D', 'M', 'F']	['N', 'Poss.3', 'Dat']
qayakun	['qaya', 'ku', 'n']	['D', 'M', 'M', 'F', 'D', 'F', 'U']	['VTr', 'Refl/Mid', '3']
yanapananpaq	['yanapa', 'na', 'n', 'paq']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'F', 'U', 'D', 'M', 'F']	['VTr', 'Pot', 'Poss.3', 'Ben']
nunakunam	['Nuna', 'kuna', 'm']	['D', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'U']	['N', 'Pl', 'Asrt']
waskata	['waska', 'ta']	['D', 'M', 'M', 'M', 'F', 'D', 'F']	['N', 'Obj']
rurayan	['rura', 'ya', 'n']	['D', 'M', 'M', 'F', 'D', 'F', 'U']	['VTr', 'Pl', '3']
qaarapita	['qaara', 'pita']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F']	['N', 'Abl']
wamrakuna	['Wamra', 'kuna']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F']	['N', 'Pl']
qichuyta	['qichu', 'y', 'ta']	['D', 'M', 'M', 'M', 'F', 'U', 'D', 'F']	['V', 'Inf', 'Obj']
rurayan	['rura', 'ya', 'n']	['D', 'M', 'M', 'F', 'D', 'F', 'U']	['VTr', 'Pl', '3']
qila	['Qila']	['D', 'M', 'M', 'F']	['ADJ']
nunaqa	['nuna', 'qa']	['D', 'M', 'M', 'F', 'D', 'F']	['N', 'Top']
manam	['mana', 'm']	['D', 'M', 'M', 'F', 'U']	['ADV', 'Asrt']
uryata	['urya', 'ta']	['D', 'M', 'M', 'F', 'D', 'F']	['N', 'Obj']
tarintsu	['tari', 'n', 'tsu']	['D', 'M', 'M', 'F', 'U', 'D', 'M', 'F']	['VTr', '3', 'Neg']
qinrashmi	['Qinrash', 'mi']	['D', 'M', 'M', 'M', 'M', 'M', 'F', 'D', 'F']	['N', 'Asrt']
aytsa	['aytsa']	['D', 'M', 'M', 'M', 'F']	['N']
hananchaw	['hana', 'n', 'chaw']	['D', 'M', 'M', 'F', 'U', 'D', 'M', 'M', 'F']	['N', 'Poss.3', 'Loc']
puriykan	['puri', 'yka', 'n']	['D', 'M', 'M', 'F', 'D', 'M', 'F', 'U']	['VInt', 'Prog', '3']
allqum	['Allqu', 'm']	['D', 'M', 'M', 'M', 'F', 'U']	['N', 'Asrt']
nuna	['nuna']	['D', 'M', 'M', 'F']	['N']
qipanta	['qipa', 'n', 'ta']	['D', 'M', 'M', 'F', 'U', 'D', 'F']	['N', 'Poss.3', 'Obj']
aywan	['aywa', 'n']	['D', 'M', 'M', 'F', 'U']	['VTr', '3']
raymikunachawmi	['Raymi', 'kuna', 'chaw', 'mi']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'D', 'F']	['N', 'Pl', 'Loc', 'Asrt']
aswata	['aswa', 'ta']	['D', 'M', 'M', 'F', 'D', 'F']	['N', 'Obj']
upuyan	['upu', 'ya', 'n']	['D', 'M', 'F', 'D', 'F', 'U']	['VTr', 'Pl', '3']
qiruchaw	['qiru', 'chaw']	['D', 'M', 'M', 'F', 'D', 'M', 'M', 'F']	['N', 'Loc']
shipashqa	['Shipash', 'qa']	['D', 'M', 'M', 'M', 'M', 'M', 'F', 'D', 'F']	['N', 'Top']
qishyanwan	['qishya', 'n', 'wan']	['D', 'M', 'M', 'M', 'M', 'F', 'U', 'D', 'M', 'F']	['N', 'Poss.3', 'Com']
kaykan	['ka', 'yka', 'n']	['D', 'F', 'D', 'M', 'F', 'U']	['AUX', 'Prog', '3']
