	TOKEN	MORPH	SEG_BME	LABEL
2059	puriykaayan	['puri', 'ykaa', 'ya', 'n']	['D', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'D', 'F', 'U']	['VInt', 'Prog', 'Pl', '3']
2060	shumaq	['shumaq']	['D', 'M', 'M', 'M', 'M', 'F']	['ADJ']
2061	ruripankunawan	['ruripa', 'n', 'kuna', 'wan']	['D', 'M', 'M', 'M', 'M', 'F', 'U', 'D', 'M', 'M', 'F', 'D', 'M', 'F']	['N', 'Poss.3', 'Pl', 'Com']
2062	nuqakuna	['Nuqakuna']	['D', 'M', 'M', 'M', 'M', 'M', 'M', 'F']	['PRON.Prs']
2063	purushtam	['purush', 'ta', 'm']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'F', 'U']	['N', 'Obj', 'Asrt']
2064	pallayaa	['palla', 'ya', 'a']	['D', 'M', 'M', 'M', 'F', 'D', 'F', 'U']	['VTr', 'Pl', '1']
2065	mikuyaananpaq	['miku', 'yaa', 'na', 'n', 'paq']	['D', 'M', 'M', 'F', 'D', 'M', 'F', 'D', 'F', 'U', 'D', 'M', 'F']	['VTr', 'Pl', 'Pot', 'Poss.3', 'Ben']
2066	chakwanmi	['Chakwa', 'n', 'mi']	['D', 'M', 'M', 'M', 'M', 'F', 'U', 'D', 'F']	['N', 'Poss.3', 'Asrt']
2067	putskakuykan	['putska', 'ku', 'yka', 'n']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'F', 'D', 'M', 'F', 'U']	['VTr', 'Refl/Mid', 'Prog', '3']
2068	waynam	['Wayna', 'm']	['D', 'M', 'M', 'M', 'F', 'U']	['N', 'Asrt']
2069	qiwata	['qiwa', 'ta']	['D', 'M', 'M', 'F', 'D', 'F']	['N', 'Obj']
2070	parquykan	['parqu', 'yka', 'n']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'F', 'U']	['VTr', 'Prog', '3']
2071	wamrakunam	['Wamra', 'kuna', 'm']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'U']	['N', 'Pl', 'Asrt']
2072	qallunkunata	['qallu', 'n', 'kuna', 'ta']	['D', 'M', 'M', 'M', 'F', 'U', 'D', 'M', 'M', 'F', 'D', 'F']	['N', 'Poss.3', 'Pl', 'Obj']
2073	hurqapaanakuyan	['hurqa', 'paa', 'naku', 'ya', 'n']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'F', 'D', 'M', 'M', 'F', 'D', 'F', 'U']	['VTr', 'Exc', 'Recp', 'Pl', '3']
2074	taqay	['Taqay']	['D', 'M', 'M', 'M', 'F']	['DET']
2075	shipashmi	['shipash', 'mi']	['D', 'M', 'M', 'M', 'M', 'M', 'F', 'D', 'F']	['N', 'Asrt']
2076	qantuta	['qantu', 'ta']	['D', 'M', 'M', 'M', 'F', 'D', 'F']	['N', 'Obj']
2077	apan	['apa', 'n']	['D', 'M', 'F', 'U']	['VTr', '3']
2078	tsukunchaw	['tsuku', 'n', 'chaw']	['D', 'M', 'M', 'M', 'F', 'U', 'D', 'M', 'M', 'F']	['N', 'Poss.3', 'Loc']
2079	qanyanmi	['Qanyan', 'mi']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'F']	['N', 'Asrt']
2080	wanurqan	['wanu', 'rqa', 'n']	['D', 'M', 'M', 'F', 'D', 'M', 'F', 'U']	['VInt', 'Pst', '3']
2081	yanasaa	['yanasa', 'a']	['D', 'M', 'M', 'M', 'M', 'F', 'U']	['N', 'Poss.1Sg']
2082	warmiykim	['Warmi', 'yki', 'm']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'F', 'U']	['N', 'Poss.2', 'Asrt']
2083	waakata	['waaka', 'ta']	['D', 'M', 'M', 'M', 'F', 'D', 'F']	['N', 'Obj']
2084	qapiykan	['qapi', 'yka', 'n']	['D', 'M', 'M', 'F', 'D', 'M', 'F', 'U']	['VTr', 'Prog', '3']
2085	qapra	['Qapra']	['D', 'M', 'M', 'M', 'F']	['ADJ']
2086	nunam	['nuna', 'm']	['D', 'M', 'M', 'F', 'U']	['N', 'Asrt']
2087	tukrunwan	['tukru', 'n', 'wan']	['D', 'M', 'M', 'M', 'F', 'U', 'D', 'M', 'F']	['N', 'Poss.3', 'Com']
2088	purin	['puri', 'n']	['D', 'M', 'M', 'F', 'U']	['VInt', '3']
2089	wiskurmi	['Wiskur', 'mi']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'F']	['N', 'Asrt']
2090	taraykan	['tara', 'yka', 'n']	['D', 'M', 'M', 'F', 'D', 'M', 'F', 'U']	['V', 'Prog', '3']
2091	qaqa	['qaqa']	['D', 'M', 'M', 'F']	['N']
2092	hananchaw	['hana', 'n', 'chaw']	['D', 'M', 'M', 'F', 'U', 'D', 'M', 'M', 'F']	['N', 'Poss.3', 'Loc']
2093	awilum	['Awilu', 'm']	['D', 'M', 'M', 'M', 'F', 'U']	['N', 'Asrt']
2094	kuchita	['kuchi', 'ta']	['D', 'M', 'M', 'M', 'F', 'D', 'F']	['N', 'Obj']
2095	qashpan	['qashpa', 'n']	['D', 'M', 'M', 'M', 'M', 'F', 'U']	['VTr', '3']
2096	wayiitam	['Wayi', 'i', 'ta', 'm']	['D', 'M', 'M', 'F', 'U', 'D', 'F', 'U']	['N', 'Poss.1Sg', 'Obj', 'Asrt']
2097	qataykaayan	['qata', 'ykaa', 'ya', 'n']	['D', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'D', 'F', 'U']	['VTr', 'Prog', 'Pl', '3']
2098	uqshawan	['uqsha', 'wan']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'F']	['N', 'Com']
2099	wamram	['Wamra', 'm']	['D', 'M', 'M', 'M', 'F', 'U']	['N', 'Asrt']
2100	taytanman	['tayta', 'n', 'man']	['D', 'M', 'M', 'M', 'F', 'U', 'D', 'M', 'F']	['N', 'Poss.3', 'Dat']
2101	qayakun	['qaya', 'ku', 'n']	['D', 'M', 'M', 'F', 'D', 'F', 'U']	['VTr', 'Refl/Mid', '3']
2102	yanapananpaq	['yanapa', 'na', 'n', 'paq']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'F', 'U', 'D', 'M', 'F']	['VTr', 'Pot', 'Poss.3', 'Ben']
2103	nunakunam	['Nuna', 'kuna', 'm']	['D', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'U']	['N', 'Pl', 'Asrt']
2104	waskata	['waska', 'ta']	['D', 'M', 'M', 'M', 'F', 'D', 'F']	['N', 'Obj']
2105	rurayan	['rura', 'ya', 'n']	['D', 'M', 'M', 'F', 'D', 'F', 'U']	['VTr', 'Pl', '3']
2106	qaarapita	['qaara', 'pita']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F']	['N', 'Abl']
2107	wamrakuna	['Wamra', 'kuna']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F']	['N', 'Pl']
2108	qichuyta	['qichu', 'y', 'ta']	['D', 'M', 'M', 'M', 'F', 'U', 'D', 'F']	['V', 'Inf', 'Obj']
2109	rurayan	['rura', 'ya', 'n']	['D', 'M', 'M', 'F', 'D', 'F', 'U']	['VTr', 'Pl', '3']
2110	qila	['Qila']	['D', 'M', 'M', 'F']	['ADJ']
2111	nunaqa	['nuna', 'qa']	['D', 'M', 'M', 'F', 'D', 'F']	['N', 'Top']
2112	manam	['mana', 'm']	['D', 'M', 'M', 'F', 'U']	['ADV', 'Asrt']
2113	uryata	['urya', 'ta']	['D', 'M', 'M', 'F', 'D', 'F']	['N', 'Obj']
2114	tarintsu	['tari', 'n', 'tsu']	['D', 'M', 'M', 'F', 'U', 'D', 'M', 'F']	['VTr', '3', 'Neg']
2115	qinrashmi	['Qinrash', 'mi']	['D', 'M', 'M', 'M', 'M', 'M', 'F', 'D', 'F']	['N', 'Asrt']
2116	aytsa	['aytsa']	['D', 'M', 'M', 'M', 'F']	['N']
2117	hananchaw	['hana', 'n', 'chaw']	['D', 'M', 'M', 'F', 'U', 'D', 'M', 'M', 'F']	['N', 'Poss.3', 'Loc']
2118	puriykan	['puri', 'yka', 'n']	['D', 'M', 'M', 'F', 'D', 'M', 'F', 'U']	['VInt', 'Prog', '3']
2119	allqum	['Allqu', 'm']	['D', 'M', 'M', 'M', 'F', 'U']	['N', 'Asrt']
2120	nuna	['nuna']	['D', 'M', 'M', 'F']	['N']
2121	qipanta	['qipa', 'n', 'ta']	['D', 'M', 'M', 'F', 'U', 'D', 'F']	['N', 'Poss.3', 'Obj']
2122	aywan	['aywa', 'n']	['D', 'M', 'M', 'F', 'U']	['VTr', '3']
2123	raymikunachawmi	['Raymi', 'kuna', 'chaw', 'mi']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'D', 'F']	['N', 'Pl', 'Loc', 'Asrt']
2124	aswata	['aswa', 'ta']	['D', 'M', 'M', 'F', 'D', 'F']	['N', 'Obj']
2125	upuyan	['upu', 'ya', 'n']	['D', 'M', 'F', 'D', 'F', 'U']	['VTr', 'Pl', '3']
2126	qiruchaw	['qiru', 'chaw']	['D', 'M', 'M', 'F', 'D', 'M', 'M', 'F']	['N', 'Loc']
2127	shipashqa	['Shipash', 'qa']	['D', 'M', 'M', 'M', 'M', 'M', 'F', 'D', 'F']	['N', 'Top']
2128	qishyanwan	['qishya', 'n', 'wan']	['D', 'M', 'M', 'M', 'M', 'F', 'U', 'D', 'M', 'F']	['N', 'Poss.3', 'Com']
2129	kaykan	['ka', 'yka', 'n']	['D', 'F', 'D', 'M', 'F', 'U']	['AUX', 'Prog', '3']
2130	qiwllam	['Qiwlla', 'm']	['D', 'M', 'M', 'M', 'M', 'F', 'U']	['N', 'Asrt']
2131	paariykan	['paari', 'yka', 'n']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'F', 'U']	['VInt', 'Prog', '3']
2132	pampachaw	['pampa', 'chaw']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F']	['N', 'Loc']
2133	wachwaqa	['Wachwa', 'qa']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'F']	['N', 'Top']
2134	quchachawmi	['qucha', 'chaw', 'mi']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'D', 'F']	['N', 'Loc', 'Asrt']
2135	kawan	['kawa', 'n']	['D', 'M', 'M', 'F', 'U']	['VInt', '3']
2136	ratsakmi	['Ratsak', 'mi']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'F']	['N', 'Asrt']
2137	wayi	['wayi']	['D', 'M', 'M', 'F']	['N']
2138	punkunchaw	['punku', 'n', 'chaw']	['D', 'M', 'M', 'M', 'F', 'U', 'D', 'M', 'M', 'F']	['N', 'Poss.3', 'Loc']
2139	kaykan	['ka', 'yka', 'n']	['D', 'F', 'D', 'M', 'F', 'U']	['AUX', 'Prog', '3']
2140	taqay	['Taqay']	['D', 'M', 'M', 'M', 'F']	['DET']
2141	nunam	['nuna', 'm']	['D', 'M', 'M', 'F', 'U']	['N', 'Asrt']
2142	uushakunata	['uusha', 'kuna', 'ta']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'D', 'F']	['N', 'Pl', 'Obj']
2143	rakiykan	['raki', 'yka', 'n']	['D', 'M', 'M', 'F', 'D', 'M', 'F', 'U']	['VTr', 'Prog', '3']
2144	rantinanpaq	['ranti', 'na', 'n', 'paq']	['D', 'M', 'M', 'M', 'F', 'D', 'F', 'U', 'D', 'M', 'F']	['VTr', 'Pot', 'Poss.3', 'Ben']
2145	wamram	['Wamra', 'm']	['D', 'M', 'M', 'M', 'F', 'U']	['N', 'Asrt']
2146	mikunanta	['miku', 'na', 'n', 'ta']	['D', 'M', 'M', 'F', 'D', 'F', 'U', 'D', 'F']	['VTr', 'Pot', 'Poss.3', 'Obj']
2147	ramarishqa	['rama', 'ri', 'shqa']	['D', 'M', 'M', 'F', 'D', 'F', 'D', 'M', 'M', 'F']	['VTr', 'Pct', 'Prf']
2148	patsaman	['patsa', 'man']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'F']	['N', 'Dat']
2149	manka	['Manka']	['D', 'M', 'M', 'M', 'F']	['N']
2150	ruraqkunam	['rura', 'q', 'kuna', 'm']	['D', 'M', 'M', 'F', 'U', 'D', 'M', 'M', 'F', 'U']	['VTr', 'Agt', 'Pl', 'Asrt']
2151	raquta	['raqu', 'ta']	['D', 'M', 'M', 'F', 'D', 'F']	['N', 'Obj']
2152	ashiyan	['ashi', 'ya', 'n']	['D', 'M', 'M', 'F', 'D', 'F', 'U']	['VTr', 'Pl', '3']
2153	rarachawmi	['Rara', 'chaw', 'mi']	['D', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'D', 'F']	['N', 'Loc', 'Asrt']
2154	hachata	['hacha', 'ta']	['D', 'M', 'M', 'M', 'F', 'D', 'F']	['N', 'Obj']
2155	walluykaayan	['wallu', 'ykaa', 'ya', 'n']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'D', 'F', 'U']	['VTr', 'Prog', 'Pl', '3']
2156	hirkachawmi	['Hirka', 'chaw', 'mi']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'D', 'F']	['N', 'Loc', 'Asrt']
2157	rashtaykan	['rashta', 'yka', 'n']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'M', 'F', 'U']	['VInt', 'Prog', '3']
2158	hirkakunachaw	['Hirka', 'kuna', 'chaw']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'D', 'M', 'M', 'F']	['N', 'Pl', 'Loc']
2159	uqshakunam	['uqsha', 'kuna', 'm']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'U']	['N', 'Pl', 'Asrt']
2160	rawraykan	['rawra', 'yka', 'n']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'F', 'U']	['VInt', 'Prog', '3']
2161	chakrachawmi	['Chakra', 'chaw', 'mi']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'D', 'F']	['N', 'Loc', 'Asrt']
2162	atska	['atska']	['D', 'M', 'M', 'M', 'F']	['ADV']
2163	rumikuna	['rumi', 'kuna']	['D', 'M', 'M', 'F', 'D', 'M', 'M', 'F']	['N', 'Pl']
2164	kan	['ka', 'n']	['D', 'F', 'U']	['AUX', '3']
2165	nunakunam	['Nuna', 'kuna', 'm']	['D', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'U']	['N', 'Pl', 'Asrt']
2166	rumiyashqa	['rumi', 'ya', 'shqa']	['D', 'M', 'M', 'F', 'D', 'F', 'D', 'M', 'M', 'F']	['N', 'Transf', 'Prf']
2167	tantata	['tanta', 'ta']	['D', 'M', 'M', 'M', 'F', 'D', 'F']	['N', 'Obj']
2168	mikuykan	['miku', 'yka', 'n']	['D', 'M', 'M', 'F', 'D', 'M', 'F', 'U']	['VTr', 'Prog', '3']
2169	wamrakunam	['Wamra', 'kuna', 'm']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'U']	['N', 'Pl', 'Asrt']
2170	rumiyashqa	['rumi', 'ya', 'shqa']	['D', 'M', 'M', 'F', 'D', 'F', 'D', 'M', 'M', 'F']	['N', 'Transf', 'Prf']
2171	laqatuta	['laqatu', 'ta']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'F']	['N', 'Obj']
2172	tariyashqa	['tari', 'ya', 'shqa']	['D', 'M', 'M', 'F', 'D', 'F', 'D', 'M', 'M', 'F']	['VTr', 'Pl', 'Prf']
2173	hirkakunachaw	['hirka', 'kuna', 'chaw']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'D', 'M', 'M', 'F']	['N', 'Pl', 'Loc']
2174	warmikunaqa	['Warmi', 'kuna', 'qa']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'D', 'F']	['N', 'Pl', 'Top']
2175	ruripanta	['ruripa', 'n', 'ta']	['D', 'M', 'M', 'M', 'M', 'F', 'U', 'D', 'F']	['N', 'Poss.3', 'Obj']
2176	tsarirkurmi	['tsari', 'rku', 'r', 'mi']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'F', 'U', 'D', 'F']	['VTr', 'Edu', 'Cnv', 'Asrt']
2177	qatswayan	['qatswa', 'ya', 'n']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'F', 'U']	['VInt', 'Pl', '3']
2178	taqay	['Taqay']	['D', 'M', 'M', 'M', 'F']	['DET']
2179	nunaqa	['nuna', 'qa']	['D', 'M', 'M', 'F', 'D', 'F']	['N', 'Top']
2180	sinqasapam	['sinqa', 'sapa', 'm']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'U']	['N', 'Augm', 'Asrt']
2181	taqay	['Taqay']	['D', 'M', 'M', 'M', 'F']	['DET']
2182	nunam	['nuna', 'm']	['D', 'M', 'M', 'F', 'U']	['N', 'Asrt']
2183	sira	['sira']	['D', 'M', 'M', 'F']	['N']
2184	qaqllayuq	['qaqlla', 'yuq']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'M', 'F']	['N', 'Orn']
2185	yanasaami	['Yanasa', 'a', 'mi']	['D', 'M', 'M', 'M', 'M', 'F', 'U', 'D', 'F']	['N', 'Poss.1Sg', 'Asrt']
2186	suqru	['suqru']	['D', 'M', 'M', 'M', 'F']	['ADJ']
2187	markaachawmi	['Marka', 'a', 'chaw', 'mi']	['D', 'M', 'M', 'M', 'F', 'U', 'D', 'M', 'M', 'F', 'D', 'F']	['N', 'Poss.1Sg', 'Loc', 'Asrt']
2188	suwayashqa	['suwa', 'ya', 'shqa']	['D', 'M', 'M', 'F', 'D', 'F', 'D', 'M', 'M', 'F']	['VTr', 'Pl', 'Prf']
2189	waakata	['waaka', 'ta']	['D', 'M', 'M', 'M', 'F', 'D', 'F']	['N', 'Obj']
2190	llulluumi	['Llullu', 'u', 'mi']	['D', 'M', 'M', 'M', 'M', 'F', 'U', 'D', 'F']	['N', 'Poss.1Sg', 'Asrt']
2191	shamawan	['shama', 'wan']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'F']	['N', 'Com']
2192	qishyaykan	['qishya', 'yka', 'n']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'M', 'F', 'U']	['VInt', 'Prog', '3']
2193	shanallatam	['Shana', 'lla', 'ta', 'm']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'F', 'D', 'F', 'U']	['N', 'Lim', 'Obj', 'Asrt']
2194	mikuykaayaa	['miku', 'ykaa', 'ya', 'a']	['D', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'D', 'F', 'U']	['VTr', 'Prog', 'Pl', '1']
2195	taytaami	['Tayta', 'a', 'mi']	['D', 'M', 'M', 'M', 'F', 'U', 'D', 'F']	['N', 'Poss.1Sg', 'Asrt']
2196	shapranta	['shapra', 'n', 'ta']	['D', 'M', 'M', 'M', 'M', 'F', 'U', 'D', 'F']	['N', 'Poss.3', 'Obj']
2197	rutuykan	['rutu', 'yka', 'n']	['D', 'M', 'M', 'F', 'D', 'M', 'F', 'U']	['VTr', 'Prog', '3']
2198	wamrakunam	['Wamra', 'kuna', 'm']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'U']	['N', 'Pl', 'Asrt']
2199	shawintuta	['shawintu', 'ta']	['D', 'M', 'M', 'M', 'M', 'M', 'M', 'F', 'D', 'F']	['N', 'Obj']
2200	mukuykaayan	['muku', 'ykaa', 'ya', 'n']	['D', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'D', 'F', 'U']	['V', 'Prog', 'Pl', '3']
2201	shipashkunam	['Shipash', 'kuna', 'm']	['D', 'M', 'M', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'U']	['N', 'Pl', 'Asrt']
2202	armakuykaayan	['arma', 'ku', 'ykaa', 'ya', 'n']	['D', 'M', 'M', 'F', 'D', 'F', 'D', 'M', 'M', 'F', 'D', 'F', 'U']	['VTr', 'Refl/Mid', 'Prog', 'Pl', '3']
2203	mayuchaw	['mayu', 'chaw']	['D', 'M', 'M', 'F', 'D', 'M', 'M', 'F']	['N', 'Loc']
2204	shullka	['Shullka']	['D', 'M', 'M', 'M', 'M', 'M', 'F']	['N']
2205	tsuriimi	['tsuri', 'i', 'mi']	['D', 'M', 'M', 'M', 'F', 'U', 'D', 'F']	['N', 'Poss.1Sg', 'Asrt']
2206	pukllaykan	['puklla', 'yka', 'n']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'M', 'F', 'U']	['VTr', 'Prog', '3']
2207	warmim	['Warmi', 'm']	['D', 'M', 'M', 'M', 'F', 'U']	['N', 'Asrt']
2208	shullurishqa	['shullu', 'ri', 'shqa']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'F', 'D', 'M', 'M', 'F']	['V', 'Pct', 'Prf']
2209	mantsakuywan	['mantsa', 'ku', 'y', 'wan']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'F', 'U', 'D', 'M', 'F']	['VTr', 'Refl/Mid', 'Inf', 'Com']
2210	raymipaqmi	['Raymi', 'paq', 'mi']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'F', 'D', 'F']	['N', 'Ben', 'Asrt']
2211	nunakuna	['nuna', 'kuna']	['D', 'M', 'M', 'F', 'D', 'M', 'M', 'F']	['N', 'Pl']
2212	wayinkunata	['wayi', 'n', 'kuna', 'ta']	['D', 'M', 'M', 'F', 'U', 'D', 'M', 'M', 'F', 'D', 'F']	['N', 'Poss.3', 'Pl', 'Obj']
2213	shumaqyatsiyan	['shumaq', 'ya', 'tsi', 'ya', 'n']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'F', 'D', 'M', 'F', 'D', 'F', 'U']	['ADJ', 'Transf', 'Caus', 'Pl', '3']
2214	wamrakunam	['Wamra', 'kuna', 'm']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'U']	['N', 'Pl', 'Asrt']
2215	naranhata	['naranha', 'ta']	['D', 'M', 'M', 'M', 'M', 'M', 'F', 'D', 'F']	['N', 'Obj']
2216	shuquyan	['shuqu', 'ya', 'n']	['D', 'M', 'M', 'M', 'F', 'D', 'F', 'U']	['VTr', 'Pl', '3']
2217	taqshashqa	['Taqsha', 'shqa']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F']	['VTr', 'Prf']
2218	ratashpitam	['ratash', 'pita', 'm']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'U']	['N', 'Abl', 'Asrt']
2219	yaku	['yaku']	['D', 'M', 'M', 'F']	['N']
2220	shutuykan	['shutu', 'yka', 'n']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'F', 'U']	['VInt', 'Prog', '3']
2221	awkin	['Awkin']	['D', 'M', 'M', 'M', 'F']	['N']
2222	chakinta	['chaki', 'n', 'ta']	['D', 'M', 'M', 'M', 'F', 'U', 'D', 'F']	['N', 'Poss.3', 'Obj']
2223	takaykushqa	['taka', 'yku', 'shqa']	['D', 'M', 'M', 'F', 'D', 'M', 'F', 'D', 'M', 'M', 'F']	['VTr', 'Intens', 'Prf']
2224	rumichaw	['rumi', 'chaw']	['D', 'M', 'M', 'F', 'D', 'M', 'M', 'F']	['N', 'Loc']
2225	machka	['Machka']	['D', 'M', 'M', 'M', 'M', 'F']	['N']
2226	yakuwan	['yaku', 'wan']	['D', 'M', 'M', 'F', 'D', 'M', 'F']	['N', 'Com']
2227	takushqa	['taku', 'shqa']	['D', 'M', 'M', 'F', 'D', 'M', 'M', 'F']	['VTr', 'Prf']
2228	tamya	['Tamya']	['D', 'M', 'M', 'M', 'F']	['N']
2229	patsa	['patsa']	['D', 'M', 'M', 'M', 'F']	['N']
2230	chaaramushqanam	['chaa', 'ra', 'mu', 'shqa', 'na', 'm']	['D', 'M', 'M', 'F', 'D', 'F', 'D', 'F', 'D', 'M', 'M', 'F', 'D', 'F', 'U']	['VTr', 'Pct', 'Cis', 'Prf', 'Acp', 'Asrt']
2231	wamrakunam	['Wamra', 'kuna', 'm']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'U']	['N', 'Pl', 'Asrt']
2232	tantata	['tanta', 'ta']	['D', 'M', 'M', 'M', 'F', 'D', 'F']	['N', 'Obj']
2233	apayan	['apa', 'ya', 'n']	['D', 'M', 'F', 'D', 'F', 'U']	['VTr', 'Pl', '3']
2234	pikshankunachaw	['piksha', 'n', 'kuna', 'chaw']	['D', 'M', 'M', 'M', 'M', 'F', 'U', 'D', 'M', 'M', 'F', 'D', 'M', 'M', 'F']	['N', 'Poss.3', 'Pl', 'Loc']
2235	nunam	['Nuna', 'm']	['D', 'M', 'M', 'F', 'U']	['N', 'Asrt']
2236	millwata	['millwa', 'ta']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'F']	['N', 'Obj']
2237	tanun	['tanu', 'n']	['D', 'M', 'M', 'F', 'U']	['VTr', '3']
2238	pikshanman	['piksha', 'n', 'man']	['D', 'M', 'M', 'M', 'M', 'F', 'U', 'D', 'M', 'F']	['N', 'Poss.3', 'Dat']
2239	qanyanmi	['Qanyan', 'mi']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'F']	['N', 'Asrt']
2240	hatun	['hatun']	['D', 'M', 'M', 'M', 'F']	['ADJ']
2241	tapashta	['tapash', 'ta']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'F']	['N', 'Obj']
2242	tarirqaa	['tari', 'rqa', 'a']	['D', 'M', 'M', 'F', 'D', 'M', 'F', 'U']	['VTr', 'Pst', '1']
2243	wayiichaw	['wayi', 'i', 'chaw']	['D', 'M', 'M', 'F', 'U', 'D', 'M', 'M', 'F']	['N', 'Poss.1Sg', 'Loc']
2244	pishqukunam	['Pishqu', 'kuna', 'm']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'U']	['N', 'Pl', 'Asrt']
2245	papata	['papa', 'ta']	['D', 'M', 'M', 'F', 'D', 'F']	['N', 'Obj']
2246	tawshiyan	['tawshi', 'ya', 'n']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'F', 'U']	['VTr', 'Pl', '3']
2247	wallpam	['Wallpa', 'm']	['D', 'M', 'M', 'M', 'M', 'F', 'U']	['N', 'Asrt']
2248	papata	['papa', 'ta']	['D', 'M', 'M', 'F', 'D', 'F']	['N', 'Obj']
2249	tawshipaykan	['tawshi', 'pa', 'yka', 'n']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'F', 'D', 'M', 'F', 'U']	['VTr', 'Exc', 'Prog', '3']
2250	taytaykim	['Tayta', 'yki', 'm']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'F', 'U']	['N', 'Poss.2', 'Asrt']
2251	qatswaykan	['qatswa', 'yka', 'n']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'M', 'F', 'U']	['VInt', 'Prog', '3']
2252	mamaykiwan	['mama', 'yki', 'wan']	['D', 'M', 'M', 'F', 'D', 'M', 'F', 'D', 'M', 'F']	['N', 'Poss.2', 'Com']
2253	raymichawmi	['Raymi', 'chaw', 'mi']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'D', 'F']	['N', 'Loc', 'Asrt']
2254	tinyata	['tinya', 'ta']	['D', 'M', 'M', 'M', 'F', 'D', 'F']	['N', 'Obj']
2255	tukakuykaayan	['tuka', 'ku', 'ykaa', 'ya', 'n']	['D', 'M', 'M', 'F', 'D', 'F', 'D', 'M', 'M', 'F', 'D', 'F', 'U']	['V', 'Refl/Mid', 'Prog', 'Pl', '3']
