TOKEN	MORPH	SEG_BME	LABEL
ospitalpita	['ospital', 'pita']	['D', 'M', 'M', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F']	['N', 'Abl']
kikinllapaqqa	['Kiki', 'n', 'lla', 'paq', 'qa']	['D', 'M', 'M', 'F', 'U', 'D', 'M', 'F', 'D', 'M', 'F', 'D', 'F']	['PRON.Refl', 'Poss.3', 'Lim', 'Ben', 'Top']
kusa	['kusa']	['D', 'M', 'M', 'F']	['ADV']
shumaq	['shumaq']	['D', 'M', 'M', 'M', 'M', 'F']	['ADJ']
tsaynaw	['Tsay', 'naw']	['D', 'M', 'M', 'F', 'D', 'M', 'F']	['PRON', 'Equ']
niptin	['ni', 'pti', 'n']	['D', 'F', 'D', 'M', 'F', 'U']	['VTr', 'Cnv', 'Poss.3']
pobri	['pobri']	['D', 'M', 'M', 'M', 'F']	['ADJ']
warmiqa	['warmi', 'qa']	['D', 'M', 'M', 'M', 'F', 'D', 'F']	['N', 'Top']
ni	['ni']	['D', 'F']	['CCONJ']
imanaw	['imanaw']	['D', 'M', 'M', 'M', 'M', 'F']	['ADV']
kayta	['ka', 'y', 'ta']	['D', 'F', 'U', 'D', 'F']	['AUX', 'Inf', 'Obj']
musyanaqnatsu	['musya', 'naq', 'na', 'tsu']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'F', 'D', 'F', 'D', 'M', 'F']	['VTr', 'Rpst', 'Acp', 'Neg']
imanawnataq	['Ima', 'naw', 'na', 'taq']	['D', 'M', 'F', 'D', 'M', 'F', 'D', 'F', 'D', 'M', 'F']	['PRON', 'Equ', 'Acp', 'Ctrs']
arushaq	['aru', 'shaq']	['D', 'M', 'F', 'D', 'M', 'M', 'F']	['VTr', 'Fut.1']
nir	['ni', 'r']	['D', 'F', 'U']	['VTr', 'Cnv']
nishpana	['Ni', 'shpa', 'na']	['D', 'F', 'D', 'M', 'M', 'F', 'D', 'F']	['VTr', 'Grd', 'Acp']
tallerninpita	['taller', 'ni', 'n', 'pita']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'F', 'U', 'D', 'M', 'M', 'F']	['N', 'Poss.3', 'Abl']
chaariptin	['chaa', 'ri', 'pti', 'n']	['D', 'M', 'M', 'F', 'D', 'F', 'D', 'M', 'F', 'U']	['VTr', 'Pct', 'Cnv', 'Poss.3']
qararirqunaq	['qara', 'ri', 'rqu', 'naq']	['D', 'M', 'M', 'F', 'D', 'F', 'D', 'M', 'F', 'D', 'M', 'F']	['VTr', 'Pct', 'RecPst', '3', 'Rpst']
temblaykar	['tembla', 'yka', 'r']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'M', 'F', 'U']	['VInt', 'Prog', 'Cnv']
tsaymi	['Tsay', 'mi']	['D', 'M', 'M', 'F', 'D', 'F']	['PRON', 'Asrt']
tsay	['tsay']	['D', 'M', 'M', 'F']	['DET']
dyablu	['dyablu']	['D', 'M', 'M', 'M', 'M', 'F']	['N']
ashiq	['ashi', 'q']	['D', 'M', 'M', 'F', 'U']	['VTr', 'Agt']
shamuykaa	['shamu', 'yka', 'a']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'F', 'U']	['VTr', 'Prog', '1']
dokumentuta	['dokumentu', 'ta']	['D', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'F', 'D', 'F']	['N', 'Obj']
kutitsimaananpaq	['kuti', 'tsi', 'maa', 'na', 'n', 'paq']	['D', 'M', 'M', 'F', 'D', 'M', 'F', 'D', 'M', 'F', 'D', 'F', 'U', 'D', 'M', 'F']	['VInt', 'Fact', '1.Obj', 'Pot', 'Poss.3', 'Ben']
peru	['Peru']	['D', 'M', 'M', 'F']	['CCONJ']
puwaq	['puwaq']	['D', 'M', 'M', 'M', 'F']	['NUM.Card']
watachaw	['wata', 'chaw']	['D', 'M', 'M', 'F', 'D', 'M', 'M', 'F']	['N', 'Loc']
limpunam	['limpu', 'na', 'm']	['D', 'M', 'M', 'M', 'F', 'D', 'F', 'U']	['ADV', 'Acp', 'Asrt']
alliyarqan	['alli', 'ya', 'rqa', 'n']	['D', 'M', 'M', 'F', 'D', 'F', 'D', 'M', 'F', 'U']	['ADJ', 'Transf', 'Pst', '3']
segidu	['segidu']	['D', 'M', 'M', 'M', 'M', 'F']	['ADV']
konfesakuyaptii	['konfesa', 'ku', 'ya', 'pti', 'i']	['D', 'M', 'M', 'M', 'M', 'M', 'F', 'D', 'F', 'D', 'F', 'D', 'M', 'F', 'U']	['V', 'Refl/Mid', 'Pl', 'Cnv', 'Poss.1Sg']
despwesnam	['Despwes', 'na', 'm']	['D', 'M', 'M', 'M', 'M', 'M', 'F', 'D', 'F', 'U']	['ADV', 'Acp', 'Asrt']
chakrata	['chakra', 'ta']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'F']	['N', 'Obj']
alistantsik	['alista', 'ntsik']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'M', 'F']	['VTr', '2Pl.Inc']
unaypita	['unay', 'pita']	['D', 'M', 'M', 'F', 'D', 'M', 'M', 'F']	['N', 'Abl']
saachikur	['saachi', 'ku', 'r']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'F', 'U']	['VTr', 'Intens', 'Cnv']
i	['I']	['U']	['CCONJ']
tsaynam	['tsayna', 'm']	['D', 'M', 'M', 'M', 'M', 'F', 'U']	['ADV', 'Asrt']
alli	['alli']	['D', 'M', 'M', 'F']	['ADJ']
byentu	['byentu']	['D', 'M', 'M', 'M', 'M', 'F']	['N']
karqa	['ka', 'r', 'qa']	['D', 'F', 'U', 'D', 'F']	['AUX', 'Cnv', 'Top']
shumaq	['shumaq']	['D', 'M', 'M', 'M', 'M', 'F']	['ADJ']
akraramun	['akra', 'ra', 'mu', 'n']	['D', 'M', 'M', 'F', 'D', 'F', 'D', 'F', 'U']	['VTr', 'Pct', 'Cis', '3']
huk	['huk']	['D', 'M', 'F']	['DET']
laduman	['ladu', 'man']	['D', 'M', 'M', 'F', 'D', 'M', 'F']	['N', 'Dat']
pahata	['paha', 'ta']	['D', 'M', 'M', 'F', 'D', 'F']	['N', 'Obj']
i	['i']	['U']	['CCONJ']
huk	['huk']	['D', 'M', 'F']	['DET']
laduman	['ladu', 'man']	['D', 'M', 'M', 'F', 'D', 'M', 'F']	['N', 'Dat']
limpyu	['limpyu']	['D', 'M', 'M', 'M', 'M', 'F']	['ADJ']
triguta	['trigu', 'ta']	['D', 'M', 'M', 'M', 'F', 'D', 'F']	['N', 'Obj']
i	['I']	['U']	['CCONJ']
tantata	['tanta', 'ta']	['D', 'M', 'M', 'M', 'F', 'D', 'F']	['N', 'Obj']
ruranapaqnam	['rura', 'na', 'paq', 'na', 'm']	['D', 'M', 'M', 'F', 'D', 'F', 'D', 'M', 'F', 'D', 'F', 'U']	['VTr', 'Pot', 'Ben', 'Acp', 'Asrt']
puntata	['punta', 'ta']	['D', 'M', 'M', 'M', 'F', 'D', 'F']	['N', 'Obj']
triguta	['trigu', 'ta']	['D', 'M', 'M', 'M', 'F', 'D', 'F']	['N', 'Obj']
paqantsik	['paqa', 'ntsik']	['D', 'M', 'M', 'F', 'D', 'M', 'M', 'M', 'F']	['VTr', '2Pl.Inc']
atska	['atska']	['D', 'M', 'M', 'M', 'F']	['ADV']
yakuchaw	['yaku', 'chaw']	['D', 'M', 'M', 'F', 'D', 'M', 'M', 'F']	['N', 'Loc']
i	['I']	['U']	['CCONJ']
despwesnam	['despwes', 'na', 'm']	['D', 'M', 'M', 'M', 'M', 'M', 'F', 'D', 'F', 'U']	['ADV', 'Acp', 'Asrt']
yapay	['yapay']	['D', 'M', 'M', 'M', 'F']	['ADV']
kutipantsik	['kuti', 'pa', 'ntsik']	['D', 'M', 'M', 'F', 'D', 'F', 'D', 'M', 'M', 'M', 'F']	['VInt', 'Apl', '2Pl.Inc']
uryar	['urya', 'r']	['D', 'M', 'M', 'F', 'U']	['VTr', 'Cnv']
hatusaqtana	['hatusaq', 'ta', 'na']	['D', 'M', 'M', 'M', 'M', 'M', 'F', 'D', 'F', 'D', 'F']	['ADJ', 'Obj', 'Acp']
tsaytaman	['Tsay', 'ta', 'man']	['D', 'M', 'M', 'F', 'D', 'F', 'D', 'M', 'F']	['PRON', 'Obj', 'Dat']
warmikuna	['warmi', 'kuna']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F']	['N', 'Pl']
putskayan	['putska', 'ya', 'n']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'F', 'U']	['VTr', 'Pl', '3']
tramata	['trama', 'ta']	['D', 'M', 'M', 'M', 'F', 'D', 'F']	['N', 'Obj']
shumaq	['shumaq']	['D', 'M', 'M', 'M', 'M', 'F']	['ADV']
parehulla	['parehu', 'll']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'F']	['ADJ', 'Lim']
tiñirikurnam	['Tiñi', 'ri', 'ku', 'r', 'na', 'm']	['D', 'M', 'M', 'F', 'D', 'F', 'D', 'F', 'U', 'D', 'F', 'U']	['V', 'Pct', 'Intens', 'Cnv', 'Acp', 'Asrt']
tsakitsintsik	['tsaki', 'tsi', 'ntsik']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'F', 'D', 'M', 'M', 'M', 'F']	['VInt', 'Fact', '2Pl.Inc']
hiluta	['hilu', 'ta']	['D', 'M', 'M', 'F', 'D', 'F']	['N', 'Obj']
kururanapaq	['kurura', 'na', 'paq']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'F', 'D', 'M', 'F']	['VInt', 'Pot', 'Ben']
paynam	['Pay', 'na', 'm']	['D', 'M', 'F', 'D', 'F', 'U']	['PRON.Prs', 'Acp', 'Asrt']
telarchaw	['telar', 'chaw']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F']	['N', 'Loc']
awamun	['awa', 'mu', 'n']	['D', 'M', 'F', 'D', 'F', 'U']	['VTr', 'Cis', '3']
lisuswan	['lisus', 'wan']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'F']	['N', 'Com']
tsaktar	['tsakta', 'r']	['D', 'M', 'M', 'M', 'M', 'F', 'U']	['VTr', 'Cnv']
tsaynawmi	['Tsaynaw', 'mi']	['D', 'M', 'M', 'M', 'M', 'M', 'F', 'D', 'F']	['ADV', 'Asrt']
almwersu	['almwersu']	['D', 'M', 'M', 'M', 'M', 'M', 'M', 'F']	['N']
usharin	['usha', 'ri', 'n']	['D', 'M', 'M', 'F', 'D', 'F', 'U']	['VTr', 'Pct', '3']
diya	['diya']	['D', 'M', 'M', 'F']	['N']
quya	['quya']	['D', 'M', 'M', 'F']	['N']
puntata	['Punta', 'ta']	['D', 'M', 'M', 'M', 'F', 'D', 'F']	['N', 'Obj']
apan	['apa', 'n']	['D', 'M', 'F', 'U']	['VTr', '3']
kankata	['kanka', 'ta']	['D', 'M', 'M', 'M', 'F', 'D', 'F']	['N', 'Obj']
aytsa	['aytsa']	['D', 'M', 'M', 'M', 'F']	['N']
kankashqata	['kanka', 'shqa', 'ta']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'D', 'F']	['VTr', 'Prf', 'Obj']
tsay	['Tsay']	['D', 'M', 'M', 'F']	['DET']
nunakuna	['nuna', 'kuna']	['D', 'M', 'M', 'F', 'D', 'M', 'M', 'F']	['N', 'Pl']
asiytsu	['asi', 'y', 'tsu']	['D', 'M', 'F', 'U', 'D', 'M', 'F']	['VInt', 'Inf', 'Neg']
bullayan	['bulla', 'ya', 'n']	['D', 'M', 'M', 'M', 'F', 'D', 'F', 'U']	['VInt', 'Pl', '3']
allaapa	['Allaapa']	['D', 'M', 'M', 'M', 'M', 'M', 'F']	['ADV']
fwertim	['fwerti', 'm']	['D', 'M', 'M', 'M', 'M', 'F', 'U']	['ADJ', 'Asrt']
nishpa	['ni', 'shpa']	['D', 'F', 'D', 'M', 'M', 'F']	['VTr', 'Grd']
i	['i']	['U']	['CCONJ']
unaymi	['unay', 'mi']	['D', 'M', 'M', 'F', 'D', 'F']	['N', 'Asrt']
duraykatsiyan	['dura', 'yka', 'tsi', 'ya', 'n']	['D', 'M', 'M', 'F', 'D', 'M', 'F', 'D', 'M', 'F', 'D', 'F', 'U']	['VInt', 'Intens', 'Fact', 'Pl', '3']
tsay	['tsay']	['D', 'M', 'M', 'F']	['DET']
washkuta	['washku', 'ta']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'F']	['N', 'Obj']
nuqapis	['Nuqa', 'pis']	['D', 'M', 'M', 'F', 'D', 'M', 'F']	['PRON.Prs', 'Coord']
pokullaqa	['poku', 'lla', 'qa']	['D', 'M', 'M', 'F', 'D', 'M', 'F', 'D', 'F']	['ADV', 'Lim', 'Top']
riqiiran	['riqi', 'i', 'ran']	['D', 'M', 'M', 'F', 'U', 'D', 'M', 'F']	['VTr', '1', 'Inacp']
tsay	['tsay']	['D', 'M', 'M', 'F']	['DET']
awkista	['awkis', 'ta']	['D', 'M', 'M', 'M', 'F', 'D', 'F']	['N', 'Obj']
i	['I']	['U']	['CCONJ']
despwesshi	['despwes', 'shi']	['D', 'M', 'M', 'M', 'M', 'M', 'F', 'D', 'M', 'F']	['ADV', 'Nfh']
hatusaq	['hatusaq']	['D', 'M', 'M', 'M', 'M', 'M', 'F']	['ADJ']
waskakunapa	['waska', 'kuna', 'pa']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'D', 'F']	['N', 'Pl', 'Man']
hina	['hina']	['D', 'M', 'M', 'F']	['ADV']
quchapita	['qucha', 'pita']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F']	['N', 'Abl']
yakuta	['yaku', 'ta']	['D', 'M', 'M', 'F', 'D', 'F']	['N', 'Obj']
winarayaamuq	['wina', 'ra', 'yaa', 'mu', 'q']	['D', 'M', 'M', 'F', 'D', 'F', 'D', 'M', 'F', 'D', 'F', 'U']	['VInt', 'Pct', 'Pl', 'Cis', 'Hab']
kananqa	['Kanan', 'qa']	['D', 'M', 'M', 'M', 'F', 'D', 'F']	['ADV', 'Top']
parqun	['parqu', 'n']	['D', 'M', 'M', 'M', 'F', 'U']	['VTr', '3']
ishkay	['ishkay']	['D', 'M', 'M', 'M', 'M', 'F']	['NUM.Card']
killa	['killa']	['D', 'M', 'M', 'M', 'F']	['N']
kasamyentu	['Kasamyentu']	['D', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'F']	['N']
ushariptin	['usha', 'ri', 'pti', 'n']	['D', 'M', 'M', 'F', 'D', 'F', 'D', 'M', 'F', 'U']	['VTr', 'Pct', 'Cnv', 'Poss.3']
padrinu	['padrinu']	['D', 'M', 'M', 'M', 'M', 'M', 'F']	['N']
apan	['apa', 'n']	['D', 'M', 'F', 'U']	['VTr', '3']
wayinman	['wayi', 'n', 'man']	['D', 'M', 'M', 'F', 'U', 'D', 'M', 'F']	['N', 'Poss.3', 'Dat']
nobyukunata	['nobyu', 'kuna', 'ta']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'D', 'F']	['N', 'Pl', 'Obj']
i	['i']	['U']	['CCONJ']
llapan	['llapan']	['D', 'M', 'M', 'M', 'M', 'F']	['ADJ']
basallukunata	['basallu', 'kuna', 'ta']	['D', 'M', 'M', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'D', 'F']	['N', 'Pl', 'Obj']
chaaratsir	['chaa', 'ra', 'tsi', 'r']	['D', 'M', 'M', 'F', 'D', 'F', 'D', 'M', 'F', 'U']	['VTr', 'Pct', 'Fact', 'Cnv']
qaran	['qara', 'n']	['D', 'M', 'M', 'F', 'U']	['VTr', '3']
desayunuta	['desayunu', 'ta']	['D', 'M', 'M', 'M', 'M', 'M', 'M', 'F', 'D', 'F']	['N', 'Obj']
hukman	['Huk', 'man']	['D', 'M', 'F', 'D', 'M', 'F']	['NUM.Card', 'Dat']
aywayaq	['aywa', 'ya', 'q']	['D', 'M', 'M', 'F', 'D', 'F', 'U']	['VTr', 'Pl', 'Hab']
hina	['hina']	['D', 'M', 'M', 'F']	['ADV']
tsaynawlla	['tsay', 'naw', 'll']	['D', 'M', 'M', 'F', 'D', 'M', 'F', 'D', 'F']	['PRON', 'Equ', 'Lim']
i	['I']	['U']	['CCONJ']
belaqa	['bela', 'qa']	['D', 'M', 'M', 'F', 'D', 'F']	['N', 'Top']
upiriq	['upi', 'ri', 'q']	['D', 'M', 'F', 'D', 'F', 'U']	['VInt', 'Pct', 'Hab']
tsaynawmi	['Tsay', 'naw', 'mi']	['D', 'M', 'M', 'F', 'D', 'M', 'F', 'D', 'F']	['PRON', 'Equ', 'Asrt']
kay	['kay']	['D', 'M', 'F']	['DET']
chontachawpis	['Chonta', 'chaw', 'pis']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'D', 'M', 'F']	['PROPN', 'Loc', 'Coord']
warmikuna	['warmi', 'kuna']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F']	['N', 'Pl']
rurayan	['rura', 'ya', 'n']	['D', 'M', 'M', 'F', 'D', 'F', 'U']	['VTr', 'Pl', '3']
wawankuna	['wawa', 'n', 'kuna']	['D', 'M', 'M', 'F', 'U', 'D', 'M', 'M', 'F']	['N', 'Poss.3', 'Pl']
o	['o']	['U']	['CCONJ']
quwankuna	['quwa', 'n', 'kuna']	['D', 'M', 'M', 'F', 'U', 'D', 'M', 'M', 'F']	['N', 'Poss.3', 'Pl']
maytapis	['may', 'ta']	['D', 'M', 'F', 'D', 'F']	['PRON', 'Obj']
aywaptin	['aywa', 'pti', 'n']	['D', 'M', 'M', 'F', 'D', 'M', 'F', 'U']	['VTr', 'Cnv', 'Poss.3']
o	['o']	['U']	['CCONJ']
rekluta	['rekluta']	['D', 'M', 'M', 'M', 'M', 'M', 'F']	['N']
apayashqa	['apa', 'ya', 'shqa']	['D', 'M', 'F', 'D', 'F', 'D', 'M', 'M', 'F']	['VTr', 'Pl', 'Prf']
kayaptin	['ka', 'ya', 'pti', 'n']	['D', 'F', 'D', 'F', 'D', 'M', 'F', 'U']	['AUX', 'Pl', 'Cnv', 'Poss.3']
tsaynash	['Tsayna', 'sh']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'F']	['ADV', 'Nfh']
huk	['huk']	['D', 'M', 'F']	['NUM.Card']
kaq	['kaq']	['D', 'M', 'F']	['COP']
almaqa	['alma', 'qa']	['D', 'M', 'M', 'F', 'D', 'F']	['N', 'Top']
nin	['ni', 'n']	['D', 'F', 'U']	['VTr', '3']
kompadri	['Kompadri']	['D', 'M', 'M', 'M', 'M', 'M', 'M', 'F']	['N']
aku	['aku']	['D', 'M', 'F']	['INTJ']
nuqapa	['nuqa', 'pa']	['D', 'M', 'M', 'F', 'D', 'F']	['PRON.Prs', 'Gen']
wayiitaraq	['wayi', 'i', 'ta', 'raq']	['D', 'M', 'M', 'F', 'U', 'D', 'F', 'D', 'M', 'F']	['N', 'Poss.1Sg', 'Obj', 'Inacp']
tayta	['Tayta']	['D', 'M', 'M', 'M', 'F']	['N']
kurana	['kura', 'na']	['D', 'M', 'M', 'F', 'D', 'F']	['N', 'Acp']
ninaq	['ni', 'naq']	['D', 'F', 'D', 'M', 'F']	['VTr', 'Rpst']
manam	['Mana', 'm']	['D', 'M', 'M', 'F', 'U']	['ADV', 'Asrt']
allitsu	['alli', 'tsu']	['D', 'M', 'M', 'F', 'D', 'M', 'F']	['ADV', 'Neg']
tsay	['tsay']	['D', 'M', 'M', 'F']	['DET']
ura	['ura']	['D', 'M', 'F']	['N']
punkuykita	['punku', 'yki', 'ta']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'F', 'D', 'F']	['N', 'Poss.2', 'Obj']
kicharqunki	['kicha', 'rqu', 'nki']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'F', 'D', 'M', 'F']	['VTr', 'RecPst', '2']
nishqannawlla	['Ni', 'shqa', 'n', 'naw', 'lla']	['D', 'F', 'D', 'M', 'M', 'F', 'U', 'D', 'M', 'F', 'D', 'M', 'F']	['VTr', 'Prf', 'Poss.3', 'Equ', 'Lim']
nunaqa	['nuna', 'qa']	['D', 'M', 'M', 'F', 'D', 'F']	['N', 'Top']
shuyarqunaq	['shuya', 'rqu', 'naq']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'F', 'D', 'M', 'F']	['VTr', 'RecPst', '3', 'Rpst']
tsay	['tsay']	['D', 'M', 'M', 'F']	['DET']
kapillachaw	['kapilla', 'chaw']	['D', 'M', 'M', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F']	['N', 'Loc']
ichik	['Ichik']	['D', 'M', 'M', 'M', 'F']	['ADJ']
ratullatana	['ratu', 'lla', 'ta', 'na']	['D', 'M', 'M', 'F', 'D', 'M', 'F', 'D', 'F', 'D', 'F']	['N', 'Lim', 'Obj', 'Acp']
nirqunaq	['ni', 'rqu', 'naq']	['D', 'F', 'D', 'M', 'F', 'D', 'M', 'F']	['VTr', 'RecPst', '3', 'Rpst']
kutikushaqnachi	['Kuti', 'ku', 'shaq', 'na', 'chi']	['D', 'M', 'M', 'F', 'D', 'F', 'D', 'M', 'M', 'F', 'D', 'F', 'D', 'M', 'F']	['VInt', 'Refl/Mid', 'Fut.1', 'Acp', 'Conjc']
tsaynash	['Tsayna', 'sh']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'F']	['ADV', 'Nfh']
enriqueqa	['Enrique', 'qa']	['D', 'M', 'M', 'M', 'M', 'M', 'F', 'D', 'F']	['PROPN', 'Top']
willarin	['willa', 'ri', 'n']	['D', 'M', 'M', 'M', 'F', 'D', 'F', 'U']	['VTr', 'Pct', '3']
imanawtaq	['Imanaw', 'taq']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'M', 'F']	['ADV', 'Ctrs']
kay	['kay']	['D', 'M', 'F']	['DET']
asuntuta	['asuntu', 'ta']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'F']	['N', 'Obj']
remedyaykushaq	['remedya', 'yku', 'shaq']	['D', 'M', 'M', 'M', 'M', 'M', 'F', 'D', 'M', 'F', 'D', 'M', 'M', 'F']	['VTr', 'Intens', 'Fut.1']
limpunam	['Limpu', 'na', 'm']	['D', 'M', 'M', 'M', 'F', 'D', 'F', 'U']	['ADV', 'Acp', 'Asrt']
kañaa	['kaña', 'a']	['D', 'M', 'M', 'F', 'U']	['N', 'Poss.1Sg']
perdirin	['perdi', 'ri', 'n']	['D', 'M', 'M', 'M', 'F', 'D', 'F', 'U']	['V', 'Pct', '3']
tsay	['Tsay']	['D', 'M', 'M', 'F']	['DET']
diya	['diya']	['D', 'M', 'M', 'F']	['N']
hunaq	['hunaq']	['D', 'M', 'M', 'M', 'F']	['N']
gringuwan	['gringu', 'wan']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'M', 'F']	['N', 'Com']
almorsakurishun	['almorsa', 'ku', 'ri', 'shun']	['D', 'M', 'M', 'M', 'M', 'M', 'F', 'D', 'F', 'D', 'F', 'D', 'M', 'M', 'F']	['VInt', 'Refl/Mid', 'Pct', 'Imp.1Pl.Inc']
prontu	['Prontu']	['D', 'M', 'M', 'M', 'M', 'F']	['ADV']
entregamay	['entrega', 'ma', 'y']	['D', 'M', 'M', 'M', 'M', 'M', 'F', 'D', 'F', 'U']	['V', '1.Obj', 'Imp.2']
apakunaapaq	['apa', 'ku', 'na', 'a', 'paq']	['D', 'M', 'F', 'D', 'F', 'D', 'F', 'U', 'D', 'M', 'F']	['VTr', 'Refl/Mid', 'Pot', 'Poss.1Sg', 'Ben']
syempri	['Syempri']	['D', 'M', 'M', 'M', 'M', 'M', 'F']	['ADV']
watukaraykayaamanki	['watuka', 'ra', 'yka', 'yaa', 'ma', 'nki']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'F', 'D', 'M', 'F', 'D', 'M', 'F', 'D', 'F', 'D', 'M', 'F']	['VTr', 'Pct', 'Intens', 'Pl', '1.Obj', '2']
kananqa	['Kanan', 'qa']	['D', 'M', 'M', 'M', 'F', 'D', 'F']	['ADV', 'Top']
manam	['mana', 'm']	['D', 'M', 'M', 'F', 'U']	['ADV', 'Asrt']
ni	['ni']	['D', 'F']	['CCONJ']
imata	['ima', 'ta']	['D', 'M', 'F', 'D', 'F']	['PRON', 'Obj']
wiyayta	['wiya', 'y', 'ta']	['D', 'M', 'M', 'F', 'U', 'D', 'F']	['VTr', 'Inf', 'Obj']
munaatsu	['muna', 'a', 'tsu']	['D', 'M', 'M', 'F', 'U', 'D', 'M', 'F']	['VTr', '1', 'Neg']
punkuta	['Punku', 'ta']	['D', 'M', 'M', 'M', 'F', 'D', 'F']	['N', 'Obj']
kichariptin	['kicha', 'ri', 'pti', 'n']	['D', 'M', 'M', 'M', 'F', 'D', 'F', 'D', 'M', 'F', 'U']	['VTr', 'Pct', 'Cnv', 'Poss.3']
quwan	['quwa', 'n']	['D', 'M', 'M', 'F', 'U']	['N', 'Poss.3']
yaykurinaq	['yayku', 'ri', 'naq']	['D', 'M', 'M', 'M', 'F', 'D', 'F', 'D', 'M', 'F']	['VTr', 'Pct', 'Rpst']
kanannam	['Kanan', 'na', 'm']	['D', 'M', 'M', 'M', 'F', 'D', 'F', 'U']	['ADV', 'Acp', 'Asrt']
warmipa	['warmi', 'pa']	['D', 'M', 'M', 'M', 'F', 'D', 'F']	['N', 'Gen']
quwan	['quwa', 'n']	['D', 'M', 'M', 'F', 'U']	['N', 'Poss.3']
nirqunaq	['ni', 'rqu', 'naq']	['D', 'F', 'D', 'M', 'F', 'D', 'M', 'F']	['VTr', 'RecPst', '3', 'Rpst']
posadakuq	['posada', 'ku', 'q']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'F', 'U']	['VTr', 'Refl/Mid', 'Agt']
nunata	['nuna', 'ta']	['D', 'M', 'M', 'F', 'D', 'F']	['N', 'Obj']
tsay	['Tsay']	['D', 'M', 'M', 'F']	['DET']
qara	['qara']	['D', 'M', 'M', 'F']	['N']
rantikaykamuy	['rantika', 'yka', 'mu', 'y']	['D', 'M', 'M', 'M', 'M', 'M', 'F', 'D', 'M', 'F', 'D', 'F', 'U']	['VTr', 'Intens', 'Cis', 'Imp.2']
tsayna	['Tsayna']	['D', 'M', 'M', 'M', 'M', 'F']	['ADV']
kostal	['kostal']	['D', 'M', 'M', 'M', 'M', 'F']	['N']
hitaraykaqmanqa	['hita', 'ra', 'yka', 'q', 'man', 'qa']	['D', 'M', 'M', 'F', 'D', 'F', 'D', 'M', 'F', 'U', 'D', 'M', 'F', 'D', 'F']	['VTr', 'Dur', 'Prog', 'Agt', 'Dat', 'Top']
huk	['huk']	['D', 'M', 'F']	['DET']
awkisna	['awkis', 'na']	['D', 'M', 'M', 'M', 'F', 'D', 'F']	['N', 'Acp']
mitsikuykanqanta	['mitsi', 'ku', 'yka', 'nqa', 'n', 'ta']	['D', 'M', 'M', 'M', 'F', 'D', 'F', 'D', 'M', 'F', 'D', 'M', 'F', 'U', 'D', 'F']	['VTr', 'Refl/Mid', 'Prog', 'Sub', 'Poss.3', 'Obj']
chaarir	['chaa', 'ri', 'r']	['D', 'M', 'M', 'F', 'D', 'F', 'U']	['VTr', 'Pct', 'Cnv']
haytarinaq	['hayta', 'ri', 'naq']	['D', 'M', 'M', 'M', 'F', 'D', 'F', 'D', 'M', 'F']	['VTr', 'Pct', 'Rpst']
imaraq	['Ima', 'raq']	['D', 'M', 'F', 'D', 'M', 'F']	['PRON', 'Inacp']
kay	['kay']	['D', 'M', 'F']	['DET']
kostalchaw	['kostal', 'chaw']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F']	['N', 'Loc']
