Nuqakunam muruyaa kinwata chakra kuchunchaw.	[['nuqakuna[PRON.Prs]+mi[Asrt]'], ['muru[VTr]+yaA[Pl]+ː[1]'], ['kinwa[N]+ta[Obj]'], ['chakra[N]'], ['kuchu[N]+n[Poss.3]+chaw[Loc]']]	[[('Nuqakuna', 'nuqakuna'), ('m', 'mi')], [('muru', 'muru'), ('ya', 'yaA'), ('a', 'ː')], [('kinwa', 'kinwa'), ('ta', 'ta')], [('chakra', 'chakra')], [('kuchu', 'kuchu'), ('n', 'n'), ('chaw', 'chaw')]]
Muspayniichawmi paarir aywakurqaa.	[['muspa[VInt]+y[Inf]+ː[Poss.1Sg]+chaw[Loc]+mi[Asrt]'], ['paari[VInt]+r[Cnv](N)'], ['aywa[VTr]+kU[Refl/Mid]+rqa[Pst]+ː[1]']]	[[('Muspa', 'muspa'), ('y', 'y'), ('ni', 0), ('i', 'ː'), ('chaw', 'chaw'), ('mi', 'mi')], [('paari', 'paari'), ('r', 'r')], [('aywa', 'aywa'), ('ku', 'kU'), ('rqa', 'rqa'), ('a', 'ː')]]
Wamrakuna muyuyan chakrachaw	[['wamra[N]+kuna[Pl]'], ['muyu[VInt]+yaA[Pl]+n[3]'], ['chakra[N]+chaw[Loc]']]	[[('Wamra', 'wamra'), ('kuna', 'kuna')], [('muyu', 'muyu'), ('ya', 'yaA'), ('n', 'n')], [('chakra', 'chakra'), ('chaw', 'chaw')]]
Warmikunam nakariyan quwankuna maqayaptin	[['warmi[N]+kuna[Pl]+mi[Asrt]'], ['naka[VInt]+rI[Pct]+yaA[Pl]+n[3]'], ['quwa[N]+n[Poss.3]+kuna[Pl]'], ['maqa[VTr]+yaA[Pl]+pti[Cnv](N)+n[Poss.3]']]	[[('Warmi', 'warmi'), ('kuna', 'kuna'), ('m', 'mi')], [('naka', 'naka'), ('ri', 'rI'), ('ya', 'yaA'), ('n', 'n')], [('quwa', 'quwa'), ('n', 'n'), ('kuna', 'kuna')], [('maqa', 'maqa'), ('ya', 'yaA'), ('pti', 'pti'), ('n', 'n')]]
Napanki awiluykita	[['napa[VTr]+nki[2]'], ['awilu[N]+yki[Poss.2]+ta[Obj]']]	[[('Napa', 'napa'), ('nki', 'nki')], [('awilu', 'awilu'), ('yki', 'yki'), ('ta', 'ta')]]
Naqtsatam rantishaq tsuriipaq	[['naqtsa[N]+ta[Obj]+mi[Asrt]'], ['ranti[VTr]+shaq[Fut.1]'], ['tsuri[N]+ː[Poss.1Sg]+paq[Ben]']]	[[('Naqtsa', 'naqtsa'), ('ta', 'ta'), ('m', 'mi')], [('ranti', 'ranti'), ('shaq', 'shaq')], [('tsuri', 'tsuri'), ('i', 'ː'), ('paq', 'paq')]]
Wamram mamanta nirqan tantan rantinanpaq	[['wamra[N]+mi[Asrt]'], ['mama[N]+n[Poss.3]+ta[Obj]'], ['ni[VTr]+rqa[Pst]+n[3]'], ['tanta[N]+n[Poss.3]'], ['ranti[VTr]+na[Pot](N)+n[Poss.3]+paq[Ben]']]	[[('Wamra', 'wamra'), ('m', 'mi')], [('mama', 'mama'), ('n', 'n'), ('ta', 'ta')], [('ni', 'ni'), ('rqa', 'rqa'), ('n', 'n')], [('tanta', 'tanta'), ('n', 'n')], [('ranti', 'ranti'), ('na', 'na'), ('n', 'n'), ('paq', 'paq')]]
Runakunam yarpachakuyan imanawpis raymita rurayaananpaq	[['runa[N]+kuna[Pl]+mi[Asrt]'], ['yarpachaku[VInt]+yaA[Pl]+n[3]'], ['imanaw[ADV]+pis(Pron.Indef)'], ['raymi[N]+ta[Obj]'], ['rura[VTr]+yaA[Pl]+na[Pot](N)+n[Poss.3]+paq[Ben]']]	[[('Runa', 'runa'), ('kuna', 'kuna'), ('m', 'mi')], [('yarpachaku', 'yarpachaku'), ('ya', 'yaA'), ('n', 'n')], [('imanaw', 'imanaw')], [('raymi', 'raymi'), ('ta', 'ta')], [('rura', 'rura'), ('yaa', 'yaA'), ('na', 'na'), ('n', 'n'), ('paq', 'paq')]]
Rukusmi paariykan wallpata qawar	[['rukus[N]+mi[Asrt]'], ['paari[VInt]+YkaA[Prog]+n[3]'], ['wallpa[N]+ta[Obj]'], ['qawa[VTr]+r[Cnv](N)']]	[[('Rukus', 'rukus'), ('mi', 'mi')], [('paari', 'paari'), ('yka', 'YkaA'), ('n', 'n')], [('wallpa', 'wallpa'), ('ta', 'ta')], [('qawa', 'qawa'), ('r', 'r')]]
Pachaa tinkunqanyaqmi mikurqaa qanyan	[['pacha[N]+ː[Poss.1Sg]'], ['tinku[VInt]+nqa[Sub](N)+n[Poss.3]+yaq[Ter]+mi[Asrt]'], ['miku[VTr]+rqa[Pst]+ː[1]'], ['qanyan[N]']]	[[('Pacha', 'pacha'), ('a', 'ː')], [('tinku', 'tinku'), ('nqa', 'nqa'), ('n', 'n'), ('yaq', 'yaq'), ('mi', 'mi')], [('miku', 'miku'), ('rqa', 'rqa'), ('a', 'ː')], [('qanyan', 'qanyan')]]
Pachak chakitam wamrakuna tariyashqa naanichaw	[['pachak[NUM.Card]'], ['chaki[N]+ta[Obj]+mi[Asrt]'], ['wamra[N]+kuna[Pl]'], ['tari[VTr]+yaA[Pl]+shqa[Prf](N)'], ['naani[N]+chaw[Loc]']]	[[('Pachak', 'pachak')], [('chaki', 'chaki'), ('ta', 'ta'), ('m', 'mi')], [('wamra', 'wamra'), ('kuna', 'kuna')], [('tari', 'tari'), ('ya', 'yaA'), ('shqa', 'shqa')], [('naani', 'naani'), ('chaw', 'chaw')]]
Unay wayiichawmi atska pachkakuna kan	[['unay[N]'], ['wayi[N]+ː[Poss.1Sg]+chaw[Loc]+mi[Asrt]'], ['atska[ADV]'], ['pachka[N]+kuna[Pl]'], ['ka[AUX]+n[3]']]	[[('Unay', 'unay')], [('wayi', 'wayi'), ('i', 'ː'), ('chaw', 'chaw'), ('mi', 'mi')], [('atska', 'atska')], [('pachka', 'pachka'), ('kuna', 'kuna')], [('ka', 'ka'), ('n', 'n')]]
Pakapakam qutsurqan taytaa wanunanpaq	[['pakapaka[N]+mi[Asrt]'], ['qutsu[VTr]+rqa[Pst]+n[3]'], ['tayta[N]+ː[Poss.1Sg]'], ['wanu[VInt]+na[Pot](N)+n[Poss.3]+paq[Ben]']]	[[('Pakapaka', 'pakapaka'), ('m', 'mi')], [('qutsu', 'qutsu'), ('rqa', 'rqa'), ('n', 'n')], [('tayta', 'tayta'), ('a', 'ː')], [('wanu', 'wanu'), ('na', 'na'), ('n', 'n'), ('paq', 'paq')]]
Paltataqa mikushaq wayiichawmi	[['palta[N]+ta[Obj]+qa[Top]'], ['miku[VTr]+shaq[Fut.1]'], ['wayi[N]+ː[Poss.1Sg]+chaw[Loc]+mi[Asrt]']]	[[('Palta', 'palta'), ('ta', 'ta'), ('qa', 'qa')], [('miku', 'miku'), ('shaq', 'shaq')], [('wayi', 'wayi'), ('i', 'ː'), ('chaw', 'chaw'), ('mi', 'mi')]]
Taqay pampachawmi atska uqsha kan	[['taqay[DET]'], ['pampa[N]+chaw[Loc]+mi[Asrt]'], ['atska[ADV]'], ['uqsha[N]'], ['ka[AUX]+n[3]']]	[[('Taqay', 'taqay')], [('pampa', 'pampa'), ('chaw', 'chaw'), ('mi', 'mi')], [('atska', 'atska')], [('uqsha', 'uqsha')], [('ka', 'ka'), ('n', 'n')]]
Wamrata pantaykaatsiyan	[['wamra[N]+ta[Obj]'], ['panta[VTr]+YkaA[Prog]+tsi[Caus]+yaA[Pl]+n[3]']]	[[('Wamra', 'wamra'), ('ta', 'ta')], [('panta', 'panta'), ('ykaa', 'YkaA'), ('tsi', 'tsi'), ('ya', 'yaA'), ('n', 'n')]]
Wamrakunam chakinkunata paqaykaayan mayuchaw	[['wamra[N]+kuna[Pl]+mi[Asrt]'], ['chaki[N]+n[Poss.3]+kuna[Pl]+ta[Obj]'], ['paqa[VTr]+YkaA[Prog]+yaA[Pl]+n[3]'], ['mayu[N]+chaw[Loc]']]	[[('Wamra', 'wamra'), ('kuna', 'kuna'), ('m', 'mi')], [('chaki', 'chaki'), ('n', 'n'), ('kuna', 'kuna'), ('ta', 'ta')], [('paqa', 'paqa'), ('ykaa', 'YkaA'), ('ya', 'yaA'), ('n', 'n')], [('mayu', 'mayu'), ('chaw', 'chaw')]]
Paqtsa rurinchawmi wamrakuna pukllaykaayan	[['paqtsa[N]'], ['ruri[N]+n[Poss.3]+chaw[Loc]+mi[Asrt]'], ['wamra[N]+kuna[Pl]'], ['puklla[VTr]+YkaA[Prog]+yaA[Pl]+n[3]']]	[[('Paqtsa', 'paqtsa')], [('ruri', 'ruri'), ('n', 'n'), ('chaw', 'chaw'), ('mi', 'mi')], [('wamra', 'wamra'), ('kuna', 'kuna')], [('puklla', 'puklla'), ('ykaa', 'YkaA'), ('ya', 'yaA'), ('n', 'n')]]
Warmikunam harata parquykaayan	[['warmi[N]+kuna[Pl]+mi[Asrt]'], ['hara[N]+ta[Obj]'], ['parqu[VTr]+YkaA[Prog]+yaA[Pl]+n[3]']]	[[('Warmi', 'warmi'), ('kuna', 'kuna'), ('m', 'mi')], [('hara', 'hara'), ('ta', 'ta')], [('parqu', 'parqu'), ('ykaa', 'YkaA'), ('ya', 'yaA'), ('n', 'n')]]
Wamrakunam paskapita ashmakunata rurayan	[['wamra[N]+kuna[Pl]+mi[Asrt]'], ['paska[N]+pita[Abl]'], ['ashma[N]+kuna[Pl]+ta[Obj]'], ['rura[VTr]+yaA[Pl]+n[3]']]	[[('Wamra', 'wamra'), ('kuna', 'kuna'), ('m', 'mi')], [('paska', 'paska'), ('pita', 'pita')], [('ashma', 'ashma'), ('kuna', 'kuna'), ('ta', 'ta')], [('rura', 'rura'), ('ya', 'yaA'), ('n', 'n')]]
Patakkunachawmi muruykaayan kinwata	[['patak[N]+kuna[Pl]+chaw[Loc]+mi[Asrt]'], ['muru[VTr]+YkaA[Prog]+yaA[Pl]+n[3]'], ['kinwa[N]+ta[Obj]']]	[[('Patak', 'patak'), ('kuna', 'kuna'), ('chaw', 'chaw'), ('mi', 'mi')], [('muru', 'muru'), ('ykaa', 'YkaA'), ('ya', 'yaA'), ('n', 'n')], [('kinwa', 'kinwa'), ('ta', 'ta')]]
Paqasmi patsa kuyushqa	[['paqas[N]+mi[Asrt]'], ['patsa[N]'], ['kuyu[VInt]+shqa[Prf](N)']]	[[('Paqas', 'paqas'), ('mi', 'mi')], [('patsa', 'patsa')], [('kuyu', 'kuyu'), ('shqa', 'shqa')]]
Pichisniimi nunakunata kanin	[['pichis[N]+ː[Poss.1Sg]+mi[Asrt]'], ['nuna[N]+kuna[Pl]+ta[Obj]'], ['kani[VTr]+n[3]']]	[[('Pichis', 'pichis'), ('ni', 0), ('i', 'ː'), ('mi', 'mi')], [('nuna', 'nuna'), ('kuna', 'kuna'), ('ta', 'ta')], [('kani', 'kani'), ('n', 'n')]]
Pikim kuchita uyuyaatsin	[['piki[N]+mi[Asrt]'], ['kuchi[N]+ta[Obj]'], ['uyu[ADJ]+yaA[Transf](VInt)+tsi[Caus]+n[3]']]	[[('Piki', 'piki'), ('m', 'mi')], [('kuchi', 'kuchi'), ('ta', 'ta')], [('uyu', 'uyu'), ('yaa', 'yaA'), ('tsi', 'tsi'), ('n', 'n')]]
Wamrakunam mirkapanta apayan pikshankunachaw	[['wamra[N]+kuna[Pl]+mi[Asrt]'], ['mirkapa[N]+n[Poss.3]+ta[Obj]'], ['apa[VTr]+yaA[Pl]+n[3]'], ['piksha[N]+n[Poss.3]+kuna[Pl]+chaw[Loc]']]	[[('Wamra', 'wamra'), ('kuna', 'kuna'), ('m', 'mi')], [('mirkapa', 'mirkapa'), ('n', 'n'), ('ta', 'ta')], [('apa', 'apa'), ('ya', 'yaA'), ('n', 'n')], [('piksha', 'piksha'), ('n', 'n'), ('kuna', 'kuna'), ('chaw', 'chaw')]]
Warmi wamrakunam aqtsanta piltakuyan	[['warmi[N]'], ['wamra[N]+kuna[Pl]+mi[Asrt]'], ['aqtsa[N]+n[Poss.3]+ta[Obj]'], ['pilta[VTr]+kU[Refl/Mid]+yaA[Pl]+n[3]']]	[[('Warmi', 'warmi')], [('wamra', 'wamra'), ('kuna', 'kuna'), ('m', 'mi')], [('aqtsa', 'aqtsa'), ('n', 'n'), ('ta', 'ta')], [('pilta', 'pilta'), ('ku', 'kU'), ('ya', 'yaA'), ('n', 'n')]]
Wamram umanta yatan	[['wamra[N]+mi[Asrt]'], ['uma[N]+n[Poss.3]+ta[Obj]'], ['yata[VTr]+n[3]']]	[[('Wamra', 'wamra'), ('m', 'mi')], [('uma', 'uma'), ('n', 'n'), ('ta', 'ta')], [('yata', 'yata'), ('n', 'n')]]
Taqay pirqam huchunaykan	[['taqay[DET]'], ['pirqa[N]+mi[Asrt]'], ['huchu[VInt]+naA[Prosp]+YkaA[Prog]+n[3]']]	[[('Taqay', 'taqay')], [('pirqa', 'pirqa'), ('m', 'mi')], [('huchu', 'huchu'), ('na', 'naA'), ('yka', 'YkaA'), ('n', 'n')]]
Taqay warmim piruruta churan pirwanman	[['taqay[DET]'], ['warmi[N]+mi[Asrt]'], ['piruru[N]+ta[Obj]'], ['chura[VTr]+n[3]'], ['pirwa[N]+n[Poss.3]+man[Dat]']]	[[('Taqay', 'taqay')], [('warmi', 'warmi'), ('m', 'mi')], [('piruru', 'piruru'), ('ta', 'ta')], [('chura', 'chura'), ('n', 'n')], [('pirwa', 'pirwa'), ('n', 'n'), ('man', 'man')]]
Wamrakunam pisqanta pitsakuyan	[['wamra[N]+kuna[Pl]+mi[Asrt]'], ['pisqa[N]+n[Poss.3]+ta[Obj]'], ['pitsa[VTr]+kU[Refl/Mid]+yaA[Pl]+n[3]']]	[[('Wamra', 'wamra'), ('kuna', 'kuna'), ('m', 'mi')], [('pisqa', 'pisqa'), ('n', 'n'), ('ta', 'ta')], [('pitsa', 'pitsa'), ('ku', 'kU'), ('ya', 'yaA'), ('n', 'n')]]
Llikum uushata pishtaykan	[['lliku[N]+mi[Asrt]'], ['uusha[N]+ta[Obj]'], ['pishta[VTr]+YkaA[Prog]+n[3]']]	[[('Lliku', 'lliku'), ('m', 'mi')], [('uusha', 'uusha'), ('ta', 'ta')], [('pishta', 'pishta'), ('yka', 'YkaA'), ('n', 'n')]]
Warmikunam wayinkunata pitsapakuyan	[['warmi[N]+kuna[Pl]+mi[Asrt]'], ['wayi[N]+n[Poss.3]+kuna[Pl]+ta[Obj]'], ['pitsa[VTr]+paA[Exc]+kU[Refl/Mid]+yaA[Pl]+n[3]']]	[[('Warmi', 'warmi'), ('kuna', 'kuna'), ('m', 'mi')], [('wayi', 'wayi'), ('n', 'n'), ('kuna', 'kuna'), ('ta', 'ta')], [('pitsa', 'pitsa'), ('pa', 'paA'), ('ku', 'kU'), ('ya', 'yaA'), ('n', 'n')]]
Puka ruripanmi rantipaashaq warmiipaq	[['puka[ADJ]'], ['ruripa[N]+n[Poss.3]+mi[Asrt]'], ['ranti[VTr]+paA[Exc]+shaq[Fut.1]'], ['warmi[N]+ː[Poss.1Sg]+paq[Ben]']]	[[('Puka', 'puka')], [('ruripa', 'ruripa'), ('n', 'n'), ('mi', 'mi')], [('ranti', 'ranti'), ('paa', 'paA'), ('shaq', 'shaq')], [('warmi', 'warmi'), ('i', 'ː'), ('paq', 'paq')]]
Pukrukunachawmi yaku quchakan	[['pukru[N]+kuna[Pl]+chaw[Loc]+mi[Asrt]'], ['yaku[N]'], ['qucha[V]+kaA[Pass]+n[3]']]	[[('Pukru', 'pukru'), ('kuna', 'kuna'), ('chaw', 'chaw'), ('mi', 'mi')], [('yaku', 'yaku')], [('qucha', 'qucha'), ('ka', 'kaA'), ('n', 'n')]]
Pukyuchawmi ashmakuna yakuykaayan	[['pukyu[N]+chaw[Loc]+mi[Asrt]'], ['ashma[N]+kuna[Pl]'], ['yaku[V]+YkaA[Prog]+yaA[Pl]+n[3]']]	[[('Pukyu', 'pukyu'), ('chaw', 'chaw'), ('mi', 'mi')], [('ashma', 'ashma'), ('kuna', 'kuna')], [('yaku', 'yaku'), ('ykaa', 'YkaA'), ('ya', 'yaA'), ('n', 'n')]]
Llullunawmi awkin punukuykan	[['llullu[N]+naw[Equ]+mi[Asrt]'], ['awkin[N]'], ['punu[VInt]+kU[Refl/Mid]+YkaA[Prog]+n[3]']]	[[('Llullu', 'llullu'), ('naw', 'naw'), ('mi', 'mi')], [('awkin', 'awkin')], [('punu', 'punu'), ('ku', 'kU'), ('yka', 'YkaA'), ('n', 'n')]]
Yanasaami pupunta yatan	[['yanasa[N]+ː[Poss.1Sg]+mi[Asrt]'], ['pupu[N]+n[Poss.3]+ta[Obj]'], ['yata[VTr]+n[3]']]	[[('Yanasa', 'yanasa'), ('a', 'ː'), ('mi', 'mi')], [('pupu', 'pupu'), ('n', 'n'), ('ta', 'ta')], [('yata', 'yata'), ('n', 'n')]]
Taqay warmim puqlayuq	[['taqay[DET]'], ['warmi[N]+mi[Asrt]'], ['puqla[N]+yuq[Orn]']]	[[('Taqay', 'taqay')], [('warmi', 'warmi'), ('m', 'mi')], [('puqla', 'puqla'), ('yuq', 'yuq')]]
Papaqa pukuykannam	[['papa[N]+qa[Top]'], ['puku[V]+YkaA[Prog]+n[3]+na[Acp]+mi[Asrt]']]	[[('Papa', 'papa'), ('qa', 'qa')], [('puku', 'puku'), ('yka', 'YkaA'), ('n', 'n'), ('na', 'na'), ('m', 'mi')]]
Shipashkunam puriykaayan shumaq ruripankunawan	[['shipash[N]+kuna[Pl]+mi[Asrt]'], ['puri[VInt]+YkaA[Prog]+yaA[Pl]+n[3]'], ['shumaq[ADJ]'], ['ruripa[N]+n[Poss.3]+kuna[Pl]+wan[Com]']]	[[('Shipash', 'shipash'), ('kuna', 'kuna'), ('m', 'mi')], [('puri', 'puri'), ('ykaa', 'YkaA'), ('ya', 'yaA'), ('n', 'n')], [('shumaq', 'shumaq')], [('ruripa', 'ruripa'), ('n', 'n'), ('kuna', 'kuna'), ('wan', 'wan')]]
Nuqakuna purushtam pallayaa mikuyaananpaq	[['nuqakuna[PRON.Prs]'], ['purush[N]+ta[Obj]+mi[Asrt]'], ['palla[VTr]+yaA[Pl]+ː[1]'], ['miku[VTr]+yaA[Pl]+na[Pot](N)+n[Poss.3]+paq[Ben]']]	[[('Nuqakuna', 'nuqakuna')], [('purush', 'purush'), ('ta', 'ta'), ('m', 'mi')], [('palla', 'palla'), ('ya', 'yaA'), ('a', 'ː')], [('miku', 'miku'), ('yaa', 'yaA'), ('na', 'na'), ('n', 'n'), ('paq', 'paq')]]
Chakwanmi putskakuykan	[['chakwa[N]+n[Poss.3]+mi[Asrt]'], ['putska[VTr]+kU[Refl/Mid]+YkaA[Prog]+n[3]']]	[[('Chakwa', 'chakwa'), ('n', 'n'), ('mi', 'mi')], [('putska', 'putska'), ('ku', 'kU'), ('yka', 'YkaA'), ('n', 'n')]]
Waynam qiwata parquykan	[['wayna[N]+mi[Asrt]'], ['qiwa[N]+ta[Obj]'], ['parqu[VTr]+YkaA[Prog]+n[3]']]	[[('Wayna', 'wayna'), ('m', 'mi')], [('qiwa', 'qiwa'), ('ta', 'ta')], [('parqu', 'parqu'), ('yka', 'YkaA'), ('n', 'n')]]
Wamrakunam qallunkunata hurqapaanakuyan	[['wamra[N]+kuna[Pl]+mi[Asrt]'], ['qallu[N]+n[Poss.3]+kuna[Pl]+ta[Obj]'], ['hurqa[VTr]+paA[Exc]+nakU[Recp]+yaA[Pl]+n[3]']]	[[('Wamra', 'wamra'), ('kuna', 'kuna'), ('m', 'mi')], [('qallu', 'qallu'), ('n', 'n'), ('kuna', 'kuna'), ('ta', 'ta')], [('hurqa', 'hurqa'), ('paa', 'paA'), ('naku', 'nakU'), ('ya', 'yaA'), ('n', 'n')]]
Taqay shipashmi qantuta apan tsukunchaw	[['taqay[DET]'], ['shipash[N]+mi[Asrt]'], ['qantu[N]+ta[Obj]'], ['apa[VTr]+n[3]'], ['tsuku[N]+n[Poss.3]+chaw[Loc]']]	[[('Taqay', 'taqay')], [('shipash', 'shipash'), ('mi', 'mi')], [('qantu', 'qantu'), ('ta', 'ta')], [('apa', 'apa'), ('n', 'n')], [('tsuku', 'tsuku'), ('n', 'n'), ('chaw', 'chaw')]]
Qanyanmi wanurqan yanasaa	[['qanyan[N]+mi[Asrt]'], ['wanu[VInt]+rqa[Pst]+n[3]'], ['yanasa[N]+ː[Poss.1Sg]']]	[[('Qanyan', 'qanyan'), ('mi', 'mi')], [('wanu', 'wanu'), ('rqa', 'rqa'), ('n', 'n')], [('yanasa', 'yanasa'), ('a', 'ː')]]
Warmiykim waakata qapiykan	[['warmi[N]+yki[Poss.2]+mi[Asrt]'], ['waaka[N]+ta[Obj]'], ['qapi[VTr]+YkaA[Prog]+n[3]']]	[[('Warmi', 'warmi'), ('yki', 'yki'), ('m', 'mi')], [('waaka', 'waaka'), ('ta', 'ta')], [('qapi', 'qapi'), ('yka', 'YkaA'), ('n', 'n')]]
Qapra nunam tukrunwan purin	[['qapra[ADJ]'], ['nuna[N]+mi[Asrt]'], ['tukru[N]+n[Poss.3]+wan[Com]'], ['puri[VInt]+n[3]']]	[[('Qapra', 'qapra')], [('nuna', 'nuna'), ('m', 'mi')], [('tukru', 'tukru'), ('n', 'n'), ('wan', 'wan')], [('puri', 'puri'), ('n', 'n')]]
Wiskurmi taraykan qaqa hananchaw	[['wiskur[N]+mi[Asrt]'], ['tara[V]+YkaA[Prog]+n[3]'], ['qaqa[N]'], ['hana[N]+n[Poss.3]+chaw[Loc]']]	[[('Wiskur', 'wiskur'), ('mi', 'mi')], [('tara', 'tara'), ('yka', 'YkaA'), ('n', 'n')], [('qaqa', 'qaqa')], [('hana', 'hana'), ('n', 'n'), ('chaw', 'chaw')]]
Awilum kuchita qashpan	[['awilu[N]+mi[Asrt]'], ['kuchi[N]+ta[Obj]'], ['qashpa[VTr]+n[3]']]	[[('Awilu', 'awilu'), ('m', 'mi')], [('kuchi', 'kuchi'), ('ta', 'ta')], [('qashpa', 'qashpa'), ('n', 'n')]]
Wayiitam qataykaayan uqshawan	[['wayi[N]+ː[Poss.1Sg]+ta[Obj]+mi[Asrt]'], ['qata[VTr]+YkaA[Prog]+yaA[Pl]+n[3]'], ['uqsha[N]+wan[Com]']]	[[('Wayi', 'wayi'), ('i', 'ː'), ('ta', 'ta'), ('m', 'mi')], [('qata', 'qata'), ('ykaa', 'YkaA'), ('ya', 'yaA'), ('n', 'n')], [('uqsha', 'uqsha'), ('wan', 'wan')]]
Wamram taytanman qayakun yanapananpaq	[['wamra[N]+mi[Asrt]'], ['tayta[N]+n[Poss.3]+man[Dat]'], ['qaya[VTr]+kU[Refl/Mid]+n[3]'], ['yanapa[VTr]+na[Pot](N)+n[Poss.3]+paq[Ben]']]	[[('Wamra', 'wamra'), ('m', 'mi')], [('tayta', 'tayta'), ('n', 'n'), ('man', 'man')], [('qaya', 'qaya'), ('ku', 'kU'), ('n', 'n')], [('yanapa', 'yanapa'), ('na', 'na'), ('n', 'n'), ('paq', 'paq')]]
Nunakunam waskata rurayan qaarapita	[['nuna[N]+kuna[Pl]+mi[Asrt]'], ['waska[N]+ta[Obj]'], ['rura[VTr]+yaA[Pl]+n[3]'], ['qaara[N]+pita[Abl]']]	[[('Nuna', 'nuna'), ('kuna', 'kuna'), ('m', 'mi')], [('waska', 'waska'), ('ta', 'ta')], [('rura', 'rura'), ('ya', 'yaA'), ('n', 'n')], [('qaara', 'qaara'), ('pita', 'pita')]]
Wamrakuna qichuyta rurayan	[['wamra[N]+kuna[Pl]'], ['qichu[V]+y[Inf]+ta[Obj]'], ['rura[VTr]+yaA[Pl]+n[3]']]	[[('Wamra', 'wamra'), ('kuna', 'kuna')], [('qichu', 'qichu'), ('y', 'y'), ('ta', 'ta')], [('rura', 'rura'), ('ya', 'yaA'), ('n', 'n')]]
Qila nunaqa manam uryata tarintsu	[['qila[ADJ]'], ['nuna[N]+qa[Top]'], ['mana[ADV]+mi[Asrt]'], ['urya[N]+ta[Obj]'], ['tari[VTr]+n[3]+tsu[Neg]']]	[[('Qila', 'qila')], [('nuna', 'nuna'), ('qa', 'qa')], [('mana', 'mana'), ('m', 'mi')], [('urya', 'urya'), ('ta', 'ta')], [('tari', 'tari'), ('n', 'n'), ('tsu', 'tsu')]]
Qinrashmi aytsa hananchaw puriykan	[['qinrash[N]+mi[Asrt]'], ['aytsa[N]'], ['hana[N]+n[Poss.3]+chaw[Loc]'], ['puri[VInt]+YkaA[Prog]+n[3]']]	[[('Qinrash', 'qinrash'), ('mi', 'mi')], [('aytsa', 'aytsa')], [('hana', 'hana'), ('n', 'n'), ('chaw', 'chaw')], [('puri', 'puri'), ('yka', 'YkaA'), ('n', 'n')]]
Allqum nuna qipanta aywan	[['allqu[N]+mi[Asrt]'], ['nuna[N]'], ['qipa[N]+n[Poss.3]+ta[Obj]'], ['aywa[VTr]+n[3]']]	[[('Allqu', 'allqu'), ('m', 'mi')], [('nuna', 'nuna')], [('qipa', 'qipa'), ('n', 'n'), ('ta', 'ta')], [('aywa', 'aywa'), ('n', 'n')]]
Raymikunachawmi aswata upuyan qiruchaw	[['raymi[N]+kuna[Pl]+chaw[Loc]+mi[Asrt]'], ['aswa[N]+ta[Obj]'], ['upu[VTr]+yaA[Pl]+n[3]'], ['qiru[N]+chaw[Loc]']]	[[('Raymi', 'raymi'), ('kuna', 'kuna'), ('chaw', 'chaw'), ('mi', 'mi')], [('aswa', 'aswa'), ('ta', 'ta')], [('upu', 'upu'), ('ya', 'yaA'), ('n', 'n')], [('qiru', 'qiru'), ('chaw', 'chaw')]]
Shipashqa qishyanwan kaykan	[['shipash[N]+qa[Top]'], ['qishya[N]+n[Poss.3]+wan[Com]'], ['ka[AUX]+YkaA[Prog]+n[3]']]	[[('Shipash', 'shipash'), ('qa', 'qa')], [('qishya', 'qishya'), ('n', 'n'), ('wan', 'wan')], [('ka', 'ka'), ('yka', 'YkaA'), ('n', 'n')]]
Qiwllam paariykan pampachaw	[['qiwlla[N]+mi[Asrt]'], ['paari[VInt]+YkaA[Prog]+n[3]'], ['pampa[N]+chaw[Loc]']]	[[('Qiwlla', 'qiwlla'), ('m', 'mi')], [('paari', 'paari'), ('yka', 'YkaA'), ('n', 'n')], [('pampa', 'pampa'), ('chaw', 'chaw')]]
Wachwaqa quchachawmi kawan	[['wachwa[N]+qa[Top]'], ['qucha[N]+chaw[Loc]+mi[Asrt]'], ['kawa[VInt]+n[3]']]	[[('Wachwa', 'wachwa'), ('qa', 'qa')], [('qucha', 'qucha'), ('chaw', 'chaw'), ('mi', 'mi')], [('kawa', 'kawa'), ('n', 'n')]]
Ratsakmi wayi punkunchaw kaykan	[['ratsak[N]+mi[Asrt]'], ['wayi[N]'], ['punku[N]+n[Poss.3]+chaw[Loc]'], ['ka[AUX]+YkaA[Prog]+n[3]']]	[[('Ratsak', 'ratsak'), ('mi', 'mi')], [('wayi', 'wayi')], [('punku', 'punku'), ('n', 'n'), ('chaw', 'chaw')], [('ka', 'ka'), ('yka', 'YkaA'), ('n', 'n')]]
Taqay nunam uushakunata rakiykan rantinanpaq	[['taqay[DET]'], ['nuna[N]+mi[Asrt]'], ['uusha[N]+kuna[Pl]+ta[Obj]'], ['raki[VTr]+YkaA[Prog]+n[3]'], ['ranti[VTr]+na[Pot](N)+n[Poss.3]+paq[Ben]']]	[[('Taqay', 'taqay')], [('nuna', 'nuna'), ('m', 'mi')], [('uusha', 'uusha'), ('kuna', 'kuna'), ('ta', 'ta')], [('raki', 'raki'), ('yka', 'YkaA'), ('n', 'n')], [('ranti', 'ranti'), ('na', 'na'), ('n', 'n'), ('paq', 'paq')]]
